readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	10292207	0	0	0	10538	0	0	0
22CVWFLT3	0	1579031	0	0	0	1597	0	0	0
22CVWFLT3-3304056A	0	1579595	0	0	0	1605	0	0	0
22CVWFLT3-41815C15	0	1594792	0	0	0	1629	0	0	0
22CVWFLT3-662BB982	0	1584359	0	0	0	1622	0	0	0
22CVWFLT3-76F53DC7	0	1520414	0	0	0	1547	0	0	0
22CVWFLT3-906379B	0	1575452	0	0	0	1571	0	0	0
HJCYVCCX2:1	0	858564	0	0	0	967	0	0	0
