readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	11715465	0	0	0	12956	0	0	0
22CVWFLT3	0	1494584	0	0	0	1653	0	0	0
22CVWFLT3-1D7E14F1	0	1474158	0	0	0	1658	0	0	0
22CVWFLT3-1F288312	0	1480712	0	0	0	1645	0	0	0
22CVWFLT3-7F54FB18	0	1490575	0	0	0	1644	0	0	0
22CVWFLT3-9FB4336	0	1482695	0	0	0	1622	0	0	0
22CVWFLT3-F1F1982	0	1418560	0	0	0	1583	0	0	0
HJCYVCCX2:1	0	2874181	0	0	0	3151	0	0	0
