Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L3-clmp.r1r2_fastp	38.6571	38.5912	38.5582	38.426100000000005	38.575199999999995	38.3877	38.4559	38.3484	38.4502	38.41	38.627	38.4706	38.5589	38.4371	38.4679	38.4388	38.4918	38.4175	38.4901	38.399899999999995	38.562400000000004	38.5295	38.5685	38.4555	38.557900000000004	38.4664	38.535399999999996	38.299	38.6082	38.3916	38.5707	38.472699999999996	38.6889	38.5572	38.634	38.5152	38.5233	38.4948	38.6115	38.5392	38.6813	38.5331	38.582699999999996	38.598	38.5681	38.5143	38.5435	38.467	38.5114	38.549499999999995	38.4901	38.432300000000005	38.5867	38.4022	38.5177	38.479	38.5242	38.359500000000004	38.5472	38.3846	38.5227	38.5262	38.4971	38.5465	38.5459	38.5233	38.459199999999996	38.3285	38.426500000000004	38.3547	38.5939	38.3531	38.479200000000006	38.535399999999996	38.5336	38.366699999999994	38.4642	38.4918	38.3897	38.418600000000005	38.5195	38.4439	38.542	38.5235	38.4508	38.589800000000004	38.4844	38.496	38.650600000000004	38.4231	38.5492	38.3685	38.4984	38.518299999999996	38.6986	38.3745	38.549	38.4938	38.584	38.440400000000004	38.4858	38.3819	38.6905	38.5841	38.7685	38.6709	38.7648	38.5616	38.7747	38.7402	38.7513	38.656800000000004	38.710699999999996	38.5031	38.9086	38.8785	38.9041	38.9987	39.0274	38.587900000000005
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L4-clmp.r1r2_fastp	38.689	38.7055	38.5236	38.5035	38.4922	38.4634	38.4649	38.3859	38.466699999999996	38.4075	38.5722	38.5387	38.509100000000004	38.522800000000004	38.5195	38.4589	38.47	38.4799	38.4816	38.4955	38.595	38.473400000000005	38.634800000000006	38.4604	38.6413	38.501000000000005	38.4761	38.4632	38.510600000000004	38.460499999999996	38.534800000000004	38.449	38.5743	38.582100000000004	38.650099999999995	38.4246	38.561299999999996	38.5747	38.5945	38.4932	38.6169	38.5201	38.5756	38.5715	38.554300000000005	38.4824	38.6692	38.4075	38.548700000000004	38.4305	38.606	38.4555	38.5614	38.4185	38.5507	38.4326	38.5174	38.522400000000005	38.4718	38.439499999999995	38.4615	38.5195	38.498900000000006	38.546	38.5327	38.5165	38.4427	38.4534	38.3004	38.4	38.5249	38.420300000000005	38.392199999999995	38.5391	38.4981	38.598	38.528099999999995	38.4232	38.478899999999996	38.539	38.4241	38.399	38.5178	38.397	38.5283	38.5666	38.4721	38.413199999999996	38.5191	38.3992	38.4831	38.422200000000004	38.5331	38.4225	38.6417	38.497	38.4856	38.5739	38.4922	38.3738	38.6463	38.433	38.59	38.536500000000004	38.6828	38.6681	38.8349	38.6318	38.8153	38.5971	38.6841	38.6222	38.8471	38.7435	38.8837	38.9763	38.825500000000005	38.8519	39.1353	38.5849
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L5-clmp.r1r2_fastp	38.7145	38.644800000000004	38.6215	38.4268	38.550000000000004	38.4588	38.4735	38.3227	38.3934	38.407599999999995	38.6142	38.4543	38.5623	38.5703	38.398900000000005	38.4343	38.487100000000005	38.4542	38.4682	38.4473	38.5049	38.4811	38.5834	38.5023	38.5236	38.4507	38.5254	38.4041	38.5702	38.3762	38.4879	38.456	38.6393	38.5023	38.6157	38.4473	38.5231	38.5475	38.6067	38.4958	38.5953	38.4947	38.529	38.4951	38.5638	38.5324	38.520900000000005	38.4645	38.5318	38.3951	38.5756	38.327299999999994	38.5497	38.3967	38.4803	38.3758	38.399899999999995	38.448100000000004	38.5132	38.4172	38.5155	38.4219	38.4492	38.4559	38.5011	38.4788	38.3445	38.3185	38.4187	38.3958	38.4413	38.4758	38.417	38.4909	38.3496	38.4378	38.4781	38.3771	38.3623	38.419799999999995	38.4634	38.3334	38.5628	38.4444	38.4882	38.5328	38.4968	38.394	38.5511	38.5026	38.5326	38.359700000000004	38.473400000000005	38.4187	38.6245	38.4397	38.474599999999995	38.5974	38.4985	38.4654	38.6182	38.4912	38.4847	38.5141	38.571600000000004	38.6359	38.6681	38.4596	38.6257	38.6678	38.6894	38.701299999999996	38.7016	38.6517	39.1349	38.8144	38.7731	38.9466	38.8564	38.4837
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L6-clmp.r1r2_fastp	38.764900000000004	38.683	38.603300000000004	38.4872	38.4844	38.4644	38.478699999999996	38.386399999999995	38.4602	38.469500000000004	38.6246	38.522600000000004	38.5361	38.589600000000004	38.515	38.4084	38.4229	38.4315	38.516099999999994	38.4441	38.6365	38.5366	38.628800000000005	38.5556	38.5854	38.459700000000005	38.597500000000004	38.463300000000004	38.5407	38.417	38.5381	38.4973	38.6729	38.5236	38.6967	38.480599999999995	38.554	38.5434	38.622099999999996	38.4702	38.6087	38.5316	38.5925	38.5389	38.5383	38.5031	38.5984	38.4975	38.5353	38.5409	38.6081	38.5112	38.587900000000005	38.3944	38.4918	38.541	38.4232	38.3924	38.5378	38.454	38.4831	38.4766	38.5039	38.5041	38.594699999999996	38.4242	38.504	38.4502	38.3733	38.3786	38.548300000000005	38.4039	38.458	38.5598	38.4781	38.4422	38.4442	38.4115	38.4823	38.424	38.5381	38.4445	38.5019	38.4944	38.5435	38.5583	38.5441	38.5383	38.6482	38.3558	38.614	38.6214	38.5246	38.5727	38.7259	38.5146	38.68	38.6848	38.5605	38.509100000000004	38.6286	38.7048	38.5608	38.7197	38.730399999999996	38.6779	38.7263	38.5987	38.828	38.7682	38.7038	38.7279	38.8685	38.7407	39.0854	39.035599999999995	38.9936	39.0803	38.8677	38.53
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L7-clmp.r1r2_fastp	38.6881	38.719300000000004	38.594899999999996	38.5175	38.6066	38.3882	38.415	38.427499999999995	38.4221	38.3977	38.6467	38.459500000000006	38.5097	38.5308	38.4886	38.4432	38.4221	38.4429	38.5045	38.4476	38.5197	38.5547	38.6311	38.4913	38.548700000000004	38.474799999999995	38.4963	38.4098	38.58	38.4456	38.5858	38.4474	38.6196	38.639	38.669399999999996	38.4831	38.6148	38.5353	38.6488	38.5708	38.5141	38.522600000000004	38.5659	38.5591	38.562400000000004	38.580799999999996	38.5706	38.5796	38.5925	38.4837	38.623000000000005	38.4169	38.6231	38.4309	38.4987	38.4562	38.4515	38.4489	38.504599999999996	38.408	38.5338	38.5108	38.534600000000005	38.6269	38.5175	38.5307	38.419399999999996	38.3551	38.396	38.3633	38.4896	38.4837	38.426100000000005	38.5289	38.574000000000005	38.4701	38.493100000000005	38.4353	38.3933	38.4697	38.5361	38.474000000000004	38.4627	38.506299999999996	38.4842	38.5131	38.5548	38.4664	38.4486	38.4701	38.5085	38.4679	38.5514	38.6059	38.5501	38.5712	38.5196	38.5446	38.5448	38.4227	38.522600000000004	38.4311	38.553399999999996	38.4658	38.770700000000005	38.724199999999996	38.739000000000004	38.6695	38.661899999999996	38.778600000000004	38.826699999999995	38.8352	38.7748	38.882	38.878299999999996	38.9858	38.7973	39.0876	38.8614	38.6115
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L8-clmp.r1r2_fastp	38.6933	38.6602	38.5704	38.451299999999996	38.460899999999995	38.495000000000005	38.419399999999996	38.388600000000004	38.425	38.393	38.6055	38.4478	38.535399999999996	38.5102	38.492599999999996	38.3934	38.4791	38.3758	38.4974	38.4269	38.498	38.494499999999995	38.5669	38.4776	38.558	38.4446	38.5158	38.2819	38.561499999999995	38.4054	38.602399999999996	38.468599999999995	38.6443	38.5405	38.6025	38.4093	38.4717	38.5127	38.6277	38.5333	38.4981	38.4631	38.5858	38.4603	38.4978	38.472	38.5794	38.4483	38.4498	38.4843	38.5946	38.357200000000006	38.5524	38.4268	38.4635	38.419799999999995	38.4341	38.4521	38.5177	38.4405	38.5282	38.4835	38.4914	38.522099999999995	38.4884	38.4565	38.363	38.4039	38.4394	38.364399999999996	38.441900000000004	38.486399999999996	38.433	38.5299	38.427299999999995	38.435399999999994	38.3859	38.4997	38.3536	38.495400000000004	38.4304	38.4684	38.4636	38.4791	38.3876	38.5117	38.5295	38.5384	38.5489	38.413799999999995	38.4684	38.381	38.501999999999995	38.5126	38.711600000000004	38.4928	38.6644	38.505	38.6375	38.318999999999996	38.6041	38.4604	38.5679	38.4949	38.7179	38.5734	38.7838	38.568599999999996	38.4971	38.6142	38.624199999999995	38.6226	38.6993	38.7523	38.993100000000005	38.906600000000005	39.0111	38.859500000000004	38.8174	38.6075
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L3-clmp.r1r2_fastp	42.1641	42.0874	41.9622	41.9172	41.941	41.9003	41.9407	41.8226	41.8966	41.8766	42.0958	41.882000000000005	41.982	41.9377	41.875	41.8483	41.9395	41.883199999999995	41.9215	41.8725	41.8939	41.9529	41.9456	41.7977	41.869299999999996	41.7917	41.909	41.7671	41.8711	41.7753	41.8268	41.7607	41.854200000000006	41.6875	41.802099999999996	41.6265	41.755199999999995	41.6719	41.6972	41.5933	41.676	41.5985	41.6933	41.5339	41.6072	41.509	41.5496	41.4733	41.5055	41.416	41.4744	41.3297	41.403099999999995	41.2359	41.354600000000005	41.2501	41.2959	41.3116	41.3588	41.199200000000005	41.253499999999995	41.2031	41.2318	41.1701	41.0872	41.104800000000004	41.1268	41.0115	41.071200000000005	40.9528	41.035700000000006	40.8849	40.9997	40.9541	40.9774	40.901900000000005	40.8979	40.8643	40.842600000000004	40.725899999999996	40.8447	40.7445	40.7765	40.7868	40.665099999999995	40.794399999999996	40.7246	40.6644	40.8037	40.596700000000006	40.6901	40.4835	40.567	40.6021	40.6522	40.5203	40.6794	40.4734	40.5879	40.476099999999995	40.4221	40.317	40.3628	40.3965	40.529199999999996	40.4495	40.5797	40.3929	40.6095	40.4347	40.4328	40.3165	40.4318	40.2951	40.6808	40.3883	40.39	40.5249	40.4371	40.141
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L4-clmp.r1r2_fastp	42.1362	42.1331	42.0081	41.9088	41.9212	41.9257	41.958400000000005	41.8261	41.950500000000005	41.886	42.060199999999995	41.9298	42.0065	41.957899999999995	41.8849	41.8975	41.9527	41.8847	41.942800000000005	41.8722	41.9187	41.9251	41.9882	41.8518	41.8842	41.816199999999995	41.9506	41.8288	41.895500000000006	41.775099999999995	41.8725	41.7324	41.8579	41.7645	41.814499999999995	41.623	41.7838	41.7536	41.7642	41.6725	41.693599999999996	41.5647	41.6972	41.5288	41.616	41.5243	41.6062	41.5134	41.5539	41.4359	41.5171	41.293800000000005	41.4606	41.2793	41.350500000000004	41.2844	41.3293	41.2313	41.3381	41.1984	41.254200000000004	41.1782	41.249900000000004	41.1541	41.117799999999995	41.184	41.0415	40.9809	41.0284	40.9943	40.9924	40.8946	40.9875	40.9471	40.9769	40.929300000000005	40.841899999999995	40.8686	40.9206	40.7959	40.9204	40.6799	40.7968	40.7216	40.6817	40.799400000000006	40.7549	40.6592	40.705999999999996	40.5678	40.6984	40.5047	40.611000000000004	40.6287	40.6698	40.4673	40.597699999999996	40.4793	40.5403	40.396100000000004	40.511399999999995	40.3829	40.4646	40.3634	40.5046	40.4429	40.6077	40.343	40.4941	40.4474	40.4935	40.3124	40.4361	40.3603	40.5864	40.4397	40.4165	40.522000000000006	40.4075	40.2101
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L5-clmp.r1r2_fastp	42.1321	42.0349	41.972500000000004	41.889900000000004	41.935	41.9216	41.9128	41.8191	41.9186	41.8515	42.0383	41.9177	42.0037	41.938199999999995	41.9058	41.8253	41.923	41.8875	41.9419	41.8356	41.9097	41.923100000000005	42.0049	41.849399999999996	41.889900000000004	41.8001	41.8422	41.7157	41.9734	41.741299999999995	41.8421	41.7258	41.8795	41.7014	41.7757	41.5854	41.6961	41.6319	41.7284	41.6247	41.6559	41.5236	41.6351	41.523900000000005	41.5281	41.4604	41.5408	41.4385	41.5071	41.462199999999996	41.4816	41.3022	41.4227	41.269600000000004	41.342099999999995	41.253099999999996	41.288000000000004	41.2389	41.2765	41.18	41.2165	41.165800000000004	41.1946	41.111599999999996	41.097899999999996	41.0992	41.0614	41.0379	40.9729	40.9846	40.9758	40.9061	40.8995	40.958099999999995	40.9065	40.8651	40.8905	40.8453	40.8579	40.7704	40.8252	40.7451	40.6969	40.6225	40.7214	40.708800000000004	40.6959	40.5777	40.685	40.6162	40.681	40.473	40.5533	40.4853	40.6648	40.4916	40.551500000000004	40.5034	40.616600000000005	40.3715	40.447100000000006	40.3581	40.3619	40.368700000000004	40.5583	40.4125	40.463300000000004	40.3315	40.4378	40.4895	40.4275	40.4008	40.3237	40.3787	40.6133	40.492	40.401199999999996	40.4875	40.4667	40.062
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L6-clmp.r1r2_fastp	42.1598	42.050599999999996	41.978	41.9403	41.9194	41.910599999999995	41.9399	41.8608	41.959999999999994	41.8697	42.057	41.911100000000005	41.9206	41.9709	41.8721	41.8538	41.9563	41.911	42.0141	41.8469	41.9353	41.9232	41.9228	41.8992	41.8662	41.7722	41.871	41.7661	41.929899999999996	41.7545	41.8562	41.749	41.8261	41.7004	41.8204	41.6226	41.693999999999996	41.6864	41.7561	41.6333	41.698800000000006	41.5439	41.6826	41.4861	41.5825	41.486000000000004	41.5538	41.47	41.5021	41.4093	41.498400000000004	41.2577	41.416199999999996	41.249	41.3612	41.2753	41.2479	41.3394	41.3116	41.1946	41.247699999999995	41.2899	41.213699999999996	41.166399999999996	41.1169	41.098099999999995	41.049400000000006	41.0272	40.9806	40.9867	41.0013	40.8643	40.9045	41.033500000000004	40.9203	40.8723	40.9108	40.9592	40.8631	40.8298	40.8232	40.800399999999996	40.728500000000004	40.818799999999996	40.6157	40.781	40.8174	40.6895	40.7889	40.7119	40.6503	40.457	40.6212	40.5485	40.6028	40.5934	40.624500000000005	40.5364	40.5091	40.4947	40.4702	40.3516	40.478500000000004	40.3613	40.5519	40.4126	40.471000000000004	40.4214	40.5662	40.4307	40.4831	40.3142	40.369	40.300200000000004	40.5898	40.5332	40.511	40.5125	40.468199999999996	40.0852
