Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L3-clmp.r1r2_fastp	0.0	0.0279395	0.0242107	0.00267841	0.0	0.0	0.0	0.0	0.0	0.000472661	0.0	0.00010503600000000002	0.0	0.0	0.0	5.25179e-05	0.0	0.000840286	5.25179e-05	5.25179e-05	0.00010503600000000002	5.25179e-05	0.00015755400000000002	5.25179e-05	5.25179e-05	0.0005776970000000001	0.0	0.00231079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46255e-05	0.0	0.0	0.0	0.000173228	0.0	5.94349e-05	0.0005428799999999999	0.0	0.0	0.0	0.0	0.0	0.0	6.71841e-05	6.82578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246432	0.0	0.00119149	0.0	0.0	0.0	0.0	0.0	0.000760249	0.0	0.0	0.0	0.0	0.00010461	0.0	0.0	0.0	0.0	0.00138864	0.0	0.0016887500000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000587408	0.0	0.0	0.0	0.000806049	0.00082582	0.00219922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010367199999999999	0.09836009999999999	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L4-clmp.r1r2_fastp	0.0	0.0	0.000368604	0.022590199999999998	0.027592600000000002	0.0	0.0	0.0	0.00152707	5.2657699999999996e-05	5.2657699999999996e-05	0.000895181	5.2657699999999996e-05	0.0	0.0	0.0	0.0	0.0	0.000105315	5.2657699999999996e-05	0.00200099	0.0	0.0	0.0	0.0	5.2657699999999996e-05	0.0020536499999999997	0.000105315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.710050000000001e-05	0.0	0.0	5.96279e-05	6.0517600000000005e-05	0.000737208	0.00062378	6.33323e-05	0.0	0.00019599	0.0	0.0	6.8526e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013308299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128791	0.000562295	0.0	9.731949999999999e-05	0.0	0.000606794	0.000103127	0.0	0.0	0.0	0.0	0.00114066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113135	0.0	0.000148049	0.000303016	0.0	0.0	0.0	0.0	0.00153554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495132	0.00025518299999999997	0.0	0.0	0.0	0.0011455500000000002	0.0	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L5-clmp.r1r2_fastp	0.0	0.00042259	0.00015847099999999998	0.0	0.0	0.00253554	0.0	0.0	5.282370000000001e-05	0.0	0.000264119	0.0	0.0	0.0	0.0	0.0	0.0	0.00047541300000000005	0.00396178	5.282370000000001e-05	0.0	0.0	0.0	0.00031694199999999996	0.00047541300000000005	0.0	0.00015847099999999998	0.000105647	0.0	0.0	0.0	0.0	5.282370000000001e-05	0.00165858	0.0	0.0023618	0.000111359	0.000620858	0.0	0.0	0.0	0.0	0.0010911699999999998	0.0	0.0	0.0	0.0	0.0	0.000199213	0.0	0.00438764	0.0	0.0	0.0	0.0	0.00238111	0.00022698899999999998	0.0	0.0	0.0	0.0	0.000329947	0.0	0.0	0.000434971	0.0	0.0	0.0	0.00121669	0.0	0.0	0.0	0.0	0.000205919	0.00587995	0.0016064200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025776499999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017787	0.0459615	0.0	0.00019175899999999998	0.0007868549999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L6-clmp.r1r2_fastp	0.0	5.22651e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020906	0.0	0.0	0.0	0.0	0.0	0.000627181	0.0	0.000365855	0.036167399999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000627181	0.00020906	0.0	0.00020906	0.0356448	0.00026132499999999997	0.0	5.29375e-05	0.0001609	0.00130459	0.0361436	0.0	0.000283172	0.000344645	0.0351342	0.0	0.00077998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359905	0.0	0.000420693	0.0	7.24715e-05	7.368569999999999e-05	0.000299722	0.0376488	7.75279e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.10569e-05	0.000463895	0.041217199999999996	0.0	9.82052e-05	0.0	0.0	0.000416471	0.0	0.0	0.0	0.0	0.0	0.0	0.000120011	0.0	0.0	0.0	0.0	0.0	0.0	0.000279286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000570827	0.09489070000000001	0.0487048	0.0	0.0	0.0	0.00111665	0.0	0.0	0.0007297229999999999	0.0481425	0.0	0.0	0.0	0.0	0.000868332	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L7-clmp.r1r2_fastp	0.0	0.0023160900000000002	0.000157915	0.000157915	0.0414265	0.00010527699999999999	0.0008422159999999999	0.0	0.0	0.0	0.0	0.0	5.2638499999999994e-05	0.000263192	0.0397421	0.000263192	0.0	0.000473746	0.0705882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010527699999999999	0.00021055399999999998	0.033056999999999996	0.00031583100000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108426	0.0	0.0	0.0	0.0	0.0	0.0	6.32387e-05	0.00147723	0.0	0.0	0.0	0.0	0.0	7.06421e-05	0.0	0.0	0.0	7.54711e-05	0.000307098	0.0418643	0.000397321	0.0802895	0.0016457499999999999	0.0	0.0	0.0	8.83996e-05	0.0	0.0	0.00046713200000000004	0.0	0.00019403299999999998	0.00019777000000000003	0.08053379999999999	0.00143901	0.0444458	0.041915	0.0422135	0.0	0.0	0.0	0.0	0.00012083999999999999	0.00012340299999999998	0.046771	0.00012881499999999998	0.0418665	0.00403669	0.000275149	0.0459972	0.0	0.0001472	0.000301302	0.0	0.0	0.000323313	0.00281407	0.0	0.000173723	0.0482442	0.0	0.0	0.0	0.00570753	0.0038402399999999995	0.0	0.0	0.0	0.0	0.0	0.00190459	0.0	0.0025236	0.000519404	0.0	0.000549836	0.000566362	0.044909000000000004	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L8-clmp.r1r2_fastp	0.0	0.00406452	0.00137315	0.0	0.0	5.49259e-05	0.0106556	0.0075248500000000005	0.000109852	0.00335048	0.0	0.0	5.49259e-05	0.0	0.0	0.0	5.49259e-05	0.0	0.000164778	0.0	0.0	0.0	0.0	0.0	0.0	0.000164778	0.0026364400000000003	0.0632746	0.000164778	0.0	0.0	0.0	0.0	0.000111256	0.0	5.71111e-05	0.00254735	0.00434314	0.000238044	0.00012069400000000001	6.12115e-05	0.0008072579999999999	0.0	0.0	0.0	0.0	0.000133824	0.000135916	6.90194e-05	0.0	0.000213729	0.0	0.0	0.000598197	7.60095e-05	0.0	7.85779e-05	0.013584599999999999	0.0196681	0.0028942399999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190821	0.00592817	0.000693064	0.0	0.0	0.0	0.0	0.0	0.0	0.00011332800000000001	0.0	0.00011794000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.000410135	0.0	0.000142828	0.000438176	0.0439147	0.0	0.0	0.0	0.0	0.0	0.0	0.00017575	0.0	0.0	0.0	0.0	0.000198769	0.00305739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276368	0.0	0.0	0.000603528	0.0	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L3-clmp.r1r2_fastp	0.0	0.0223072	0.0234211	0.0026968	0.0	0.0	0.0	0.0	0.0	0.000263817	0.0	2.9313e-05	0.0	0.0	0.0	0.0	0.0	0.000732825	0.0	5.8626e-05	2.9313e-05	0.0	5.8626e-05	0.0	2.9313e-05	0.000469008	2.9313e-05	0.00213985	0.0	0.0	2.9313e-05	0.0	0.0	0.0	2.9788e-05	0.0	0.0	0.0	0.0	3.10972e-05	0.0	3.16669e-05	0.000447473	0.0	0.0	0.0	0.000166158	0.0	0.0	0.000308416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011788099999999999	7.95805e-05	0.000685024	0.0	0.0	0.0	0.0	0.0	0.000698161	0.0	4.48867e-05	4.55365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00167164	0.0	0.00130806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000551132	0.0	0.0	0.0	0.000660902	0.000269674	0.00247603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.154769999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.650259999999999e-05	0.00059336	0.0918943	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L4-clmp.r1r2_fastp	0.0	0.0	0.000146971	0.0200763	0.0204878	0.0	0.0	2.93942e-05	0.00076425	2.93942e-05	0.0	0.000999404	5.87885e-05	0.0	0.0	0.0	0.0	0.0	8.81827e-05	0.0	0.0017636499999999999	2.93942e-05	0.0	0.0	0.0	0.0	0.0020282	2.93942e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53563e-05	0.000192501	0.000842185	0.000425158	9.90903e-05	3.33588e-05	0.00030329799999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.20598e-05	0.00136421	0.0006049989999999999	0.0	4.44388e-05	0.0	0.000228702	4.64141e-05	0.0	0.0	0.0	0.0	0.000901966	0.0	0.0	0.0	5.34799e-05	0.0	0.0	0.0	0.0	0.0	0.0005938979999999999	0.0	6.16237e-05	0.000188362	0.0	0.0	0.0	0.0	0.00152285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81042e-05	0.0	0.0	0.000284487	0.0	0.0	0.0	0.0	0.000752028	0.0	0.0	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L5-clmp.r1r2_fastp	0.0	0.000382565	5.8856199999999994e-05	0.0	8.828429999999999e-05	0.0016774	0.0	0.0	0.0	0.0	8.828429999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000323709	0.00273681	0.0	0.0	2.9428099999999997e-05	0.0	0.000117712	0.000353137	0.0	5.8856199999999994e-05	5.8856199999999994e-05	0.0	0.0	0.0	2.9428099999999997e-05	2.9428099999999997e-05	0.00142378	2.99029e-05	0.00144728	6.0815399999999994e-05	0.000521385	0.0	0.0	0.0	0.0	0.000641516	0.0	0.0	0.0	0.0	0.0	0.000238147	3.43746e-05	0.00277882	0.0	0.0	0.0	0.0	0.0015404899999999998	0.000148389	0.0	0.0	0.0	0.0	0.000354407	0.0	0.000121117	0.000613348	0.0	0.0	0.0	0.00107778	0.0	0.0	0.0	0.0	9.25338e-05	0.00657311	0.00119154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000771227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000453716	6.6097e-05	0.0	0.0	0.0	0.000429525	0.0410744	0.0	7.62394e-05	0.000311598	0.0	0.0	0.000249876	0.0	0.0	0.000268188	0.00036628299999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L6-clmp.r1r2_fastp	0.0	2.9107199999999998e-05	0.0	0.0	0.0	2.9107199999999998e-05	0.0	0.0	0.0	0.000174643	0.0	0.0	0.0	0.0	0.0	0.000785895	5.8214499999999996e-05	0.000145536	0.0302715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032018	0.00011642899999999999	2.9107199999999998e-05	8.73217e-05	0.026953300000000003	0.00046571599999999997	0.0	2.9339200000000002e-05	0.0	0.000715851	0.026590799999999998	0.0	3.0604e-05	0.000277884	0.029066699999999997	0.0	0.000317317	0.0	0.0	0.0	0.0	0.0	0.0	3.40042e-05	0.00271449	3.47306e-05	0.000596872	0.0	3.58933e-05	0.0	0.000513985	0.0326465	7.51596e-05	0.0	0.0	3.8971000000000003e-05	0.0	0.0	0.0	0.0	0.0	4.21058e-05	0.000640233	0.0368237	0.0	0.000133516	0.0	0.0	0.000464997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000226037	0.0	0.000409967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028388700000000003	0.0	7.40026e-05	0.000604714	0.09101060000000001	0.0431193	8.07782e-05	0.0	0.0	0.0008660030000000001	0.0	0.0	0.000652332	0.049619300000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
