Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L3-clmp.r1r2_fastp	0.0	0.0149151	0.0187489	0.0	0.0158079	0.000420143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000262589	0.0	0.000262589	5.25179e-05	5.25179e-05	0.0	0.00015755400000000002	0.038023	0.0	5.25179e-05	0.0	5.25179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001617	0.0345225	0.00038762500000000006	0.0	0.0	0.0	0.0	0.0	6.03164e-05	0.0	0.0	0.000883406	0.000897174	0.0	0.0	6.71891e-05	0.0014335799999999998	0.0005549639999999999	0.00232694	0.0	0.0	0.0	0.0	0.00015329200000000002	0.00046783700000000003	0.0792581	0.0	0.0	0.0	0.00034046500000000003	0.0	0.000176442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008274249999999999	0.0455002	0.0	0.0	0.000514586	0.0	0.0	0.0	0.00028087100000000003	0.0015797399999999998	0.0	0.0	0.0	0.0	0.0	0.000330394	0.0	0.0	0.00017772399999999998	0.0	0.0	0.0	0.0	0.0	0.00144661	0.0	0.00413522	0.05229059999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030591200000000004	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L4-clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000947839	0.0020536499999999997	0.0	5.2657699999999996e-05	0.000210631	0.0383348	0.0	0.0	0.0	0.0	0.000210631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194834	0.0	0.0	5.2657699999999996e-05	0.0	0.0	0.0	0.0	0.0	5.63086e-05	0.00045681700000000004	0.000173763	0.00047014999999999996	0.0	0.0	0.0	0.0	0.0	0.0009007	0.0	0.0	0.0	0.0	0.000139279	0.00035394	0.0	0.0	7.43967e-05	0.000605247	0.0	0.0	0.000637245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.925429999999999e-05	0.000101183	0.0	0.0	0.00021470200000000002	0.000328628	0.0012298300000000001	0.0903678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101263	0.0	0.00045448799999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.000179049	0.0	0.0	0.0	0.0	0.0	0.00020827699999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000619638	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L5-clmp.r1r2_fastp	0.0	0.000211295	0.0	0.0	0.0	5.282370000000001e-05	0.0	0.0	0.0	0.0	0.000264119	0.0014262399999999998	5.282370000000001e-05	0.0	0.0	0.0	0.0	0.000581061	0.0	0.0	5.282370000000001e-05	0.00031694199999999996	0.0342826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042259	0.0	0.0	0.0	0.0	0.00107235	0.0	0.0	0.000235505	0.0	0.0	0.0	0.0	0.0	0.000515037	0.00111144	0.0	0.0	0.0	0.0	0.0	0.00122383	0.00109788	0.0	0.000227043	0.0	0.0	0.0015931300000000001	0.000243169	0.0	0.0	0.0	0.0020016500000000002	8.861640000000001e-05	9.02648e-05	9.1938e-05	0.0	0.0	0.0	0.0	0.000606416	0.116748	0.0	0.000643123	0.0425318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134756	0.00013778	0.00197172	0.12484200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534047	0.0	0.0	0.00019171900000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0020694199999999998	0.000472459	0.0	0.0	0.00205743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L6-clmp.r1r2_fastp	0.0	0.0	0.0	5.22651e-05	0.000156795	0.0	0.0	0.0	0.0	0.0	5.22651e-05	0.000470386	0.0	0.0	0.0	0.00010453	0.00010453	0.0	0.0	0.00010453	0.0	0.000156795	5.22651e-05	0.000836241	0.0	0.0	0.0	0.0	0.00020906	0.000522651	0.0345995	0.0	5.22651e-05	0.00037056999999999997	0.0	5.4357299999999995e-05	0.000165298	0.0354694	0.0	0.0	0.0	0.0	0.000300018	0.00103534	0.000370979	0.0	0.0	0.0	0.0	0.0	0.0	6.90045e-05	0.000560946	0.0	0.0	0.0	0.00022478899999999998	0.0	0.0	0.000552136	0.0	0.0	0.0	0.0	0.000172349	0.000702158	0.0432764	0.0	0.0	9.458700000000001e-05	0.000578344	0.0	0.0	0.0	0.0	0.0	0.0	0.0002212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013976899999999998	0.000142887	0.0	0.00029899500000000003	0.00627376	0.0	0.0	0.000492705	0.0908383	0.0	0.0	0.0	0.00074241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157796	0.0	0.0	0.0	0.0	0.0	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L7-clmp.r1r2_fastp	0.0	0.041742299999999996	0.0006843	0.0	0.0	0.000263192	0.0	0.0	0.0	0.0	5.2638499999999994e-05	0.0	0.0	0.0	0.000368469	0.000157915	0.0	0.00021055399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2638499999999994e-05	0.000266568	0.0	0.0	5.5497299999999995e-05	0.0	0.0	0.00023154599999999998	0.0	0.0	6.0459400000000006e-05	0.0021475400000000003	6.22858e-05	0.000316212	0.0393741	0.0	0.0	0.0	0.0	0.0	0.0	0.00014362699999999999	0.00021899399999999997	0.00022267900000000001	0.0	7.67903e-05	7.81241e-05	0.00222551	0.0770745	0.0	8.3775e-05	0.0011942	0.08450880000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020980500000000003	0.00042802	0.0469393	0.000334095	0.0	0.0006961249999999999	0.0399121	0.000483667	0.0	0.0	0.00180474	0.0007905210000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000230298	0.0549275	0.0	0.0	0.000257794	0.0010602300000000001	0.0515374	0.000280787	0.0	0.0	0.0439805	0.0
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L8-clmp.r1r2_fastp	0.0	0.00043940699999999995	5.49259e-05	5.49259e-05	0.00565737	0.000384481	0.039986	0.0	0.0	0.0	0.0	0.0	0.0	5.49259e-05	5.49259e-05	0.000109852	0.00582214	0.002966	0.0	0.000549259	0.0	0.0	0.0	0.0	0.00137315	5.49259e-05	0.0	0.0	0.0	0.00214211	0.000823888	0.0	0.000164778	0.0359901	0.0	0.0	0.0	0.0	0.000476092	0.000301747	0.0	0.0	6.30033e-05	0.000127868	0.00330972	0.00019768	0.0008699070000000001	0.00135926	0.0	0.0	0.0	0.0	0.0	0.00044869399999999997	0.0717594	0.0	0.0	7.99173e-05	0.0022759300000000002	0.000330799	0.0	0.0	0.000261488	0.0	0.0	0.0	0.000374859	9.544299999999999e-05	0.00622183	0.00198088	0.0	0.0	0.0	0.0	0.000436018	0.0	0.0	0.0	0.0017700300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.000136805	0.0	0.0	0.0432646	0.00104637	0.000764645	0.000782218	0.0	0.000491517	0.0412606	0.0	0.0	0.0	0.0	0.0	0.000194007	0.0	0.0	0.0	0.0	0.0	0.0	0.0011608599999999999	0.0	0.0	0.0	0.0	0.0	0.006317850000000001	0.0	0.0	0.0	0.00185144	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L3-clmp.r1r2_fastp	0.0	0.0136892	0.016385999999999998	5.8626e-05	0.0152134	0.000322443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9313e-05	2.9313e-05	0.000117252	8.7939e-05	0.000175878	2.9313e-05	0.000175878	0.0303096	0.0	0.000146565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118182	0.00020850700000000003	0.0288629	0.000181734	0.0	0.0	0.0	0.0	0.0	0.0	3.22652e-05	0.0	0.00101988	0.000332299	0.0	0.0	0.000137064	0.00121199	0.0008049349999999999	0.001486	0.0	0.0	0.0	3.70031e-05	0.0	0.00041673	0.0674841	0.0	0.0	0.0	0.000564106	0.0	0.000289461	0.0	0.0	0.0	0.000130935	4.42599e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.06713e-05	0.000514882	0.0380484	0.0	0.0	0.000605409	0.0	0.0	0.0	0.0008856910000000001	0.00186439	0.0	0.0	0.0	0.0	0.0	0.000606818	0.0	7.01735e-05	7.16124e-05	0.0	0.0	0.0	0.0	7.95877e-05	0.00170806	0.000166303	0.004252	0.0483742	8.902750000000001e-05	9.11603e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007990089999999999	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L4-clmp.r1r2_fastp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87885e-05	0.000999404	0.00120516	0.0	0.0	0.000146971	0.030276100000000004	0.0	0.0	0.0	0.0	0.000323337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117577	0.0017636499999999999	0.0	0.0	2.93942e-05	5.87885e-05	0.0	0.0	0.0	0.0	0.00015327899999999998	0.000649548	0.000343297	0.000440913	0.0	0.0	0.0	0.0	3.30301e-05	0.000700551	3.37007e-05	0.0	0.00010321700000000001	0.0	0.000175722	0.000568441	0.0	3.6324999999999995e-05	0.000146955	0.0008174739999999999	0.0	0.0	0.000346439	0.0	0.0	0.0	4.04492e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71365e-05	9.56965e-05	0.000485895	0.000345456	0.0785614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000544429	0.0	0.000376713	0.0	0.0	0.0	0.0	0.0	0.0	0.00021619	0.0	0.0	0.0	0.0	8.00738e-05	0.000245549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103462	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L5-clmp.r1r2_fastp	0.0	2.9428099999999997e-05	0.0	0.0	0.0	5.8856199999999994e-05	0.0	0.0	0.0	2.9428099999999997e-05	8.828429999999999e-05	0.00108884	2.9428099999999997e-05	5.8856199999999994e-05	0.0	0.0	0.0	0.000500278	0.0	0.0	5.8856199999999994e-05	0.000235425	0.0273976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9428099999999997e-05	0.00020599700000000003	0.0	0.0	0.0	0.0	0.000644067	0.0	0.0	0.000125968	0.0	3.20756e-05	0.0	3.26879e-05	0.0	0.000433329	0.000639803	0.0	3.43748e-05	0.0	0.0	7.09699e-05	0.00100453	0.000725499	0.0	0.00014840300000000002	0.0	0.0	0.0011914	0.000155602	3.93807e-05	0.0	8.0753e-05	0.00159495	0.000165711	0.000209904	4.2548e-05	0.0	0.0	0.0	8.99391e-05	0.0007755450000000001	0.10586599999999999	0.0	0.000333804	0.036849099999999996	0.0	0.0	0.0	0.0	0.0	0.0	5.41937e-05	0.0	0.00011216	0.0	0.000116144	0.0010640699999999999	0.12002399999999999	0.000122604	6.24518e-05	0.0	0.0	0.0	0.0	0.000206402	0.0	0.0035091600000000003	0.0	0.0	0.000609652	0.0	0.0	0.0	0.0	0.0	0.000173828	0.0008004549999999999	0.000819067	0.0	0.0	0.0015658199999999999	0.0	0.0	0.00042100899999999997	0.0	0.0	0.0	0.0
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L6-clmp.r1r2_fastp	0.0	0.0	0.0	2.9107199999999998e-05	0.00020375099999999998	2.9107199999999998e-05	0.0	0.0	0.0	2.9107199999999998e-05	5.8214499999999996e-05	0.0006694660000000001	0.0	0.0	0.0	5.8214499999999996e-05	8.73217e-05	0.0	0.0	2.9107199999999998e-05	0.0	0.00011642899999999999	8.73217e-05	0.000756788	0.0	0.0	2.9107199999999998e-05	0.0	0.00020375099999999998	0.000291072	0.024741100000000002	0.0	0.0	5.86769e-05	0.0	0.0	0.000120319	0.0279722	0.0	0.0	6.23073e-05	9.43169e-05	0.000285588	0.000608588	0.000161703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038621900000000004	0.0	0.0	0.0	0.00011014	0.0	0.0	0.000494496	0.0	0.0	0.0	0.0	4.0479800000000005e-05	0.000328128	0.0394423	0.0	4.2702e-05	0.0	0.000351234	4.45319e-05	0.0	0.0	4.65312e-05	0.0	0.0	0.000438435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75803e-05	0.0	0.0005375050000000001	6.0826400000000004e-05	0.000123934	0.0046105	0.0	0.000196887	0.000401503	0.0851727	0.0	0.0	0.0	7.40552e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000597005	0.0	0.0	0.0	0.0	0.0	0.0
