Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L3-clmp.r1r2_fastp	36.9319	36.7548	36.7493	36.7588	36.7637	36.7645	36.7654	36.7662	36.7714	36.7719	36.7736	36.7683	36.7681	36.769	36.7619	36.7559	36.7704	36.7564	36.7596	36.7537	36.7574	36.7612	36.7638	36.7396	36.7476	36.7583	36.7657	36.7616	36.7623	36.7565	36.7432	36.7553	36.7567	36.7535	36.736	36.7435	36.7502	36.7429	36.7442	36.7401	36.7379	36.7391	36.7501	36.75	36.7486	36.7469	36.7449	36.745	36.7451	36.7397	36.7406	36.7427	36.7372	36.7383	36.734	36.7364	36.7396	36.7308	36.7266	36.7271	36.7244	36.7272	36.7188	36.7172	36.7124	36.7026	36.704	36.6974	36.6915	36.6882	36.6797	36.6706	36.6668	36.6648	36.6558	36.655	36.6467	36.6381	36.6433	36.641	36.6358	36.6289	36.6285	36.6258	36.6294	36.6256	36.6268	36.6282	36.6264	36.6267	36.6168	36.6158	36.621	36.6127	36.6051	36.6027	36.594	36.5915	36.5844	36.5804	36.565	36.5502	36.5351	36.5249	36.4961	36.4782	36.458	36.4287	36.4136	36.3886	36.3403	36.2983	36.2495	36.1757	36.151	36.0696	36.0492	35.9793	35.963	36.3129
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L4-clmp.r1r2_fastp	36.9301	36.7471	36.7491	36.7436	36.7396	36.7536	36.7572	36.753	36.7612	36.7588	36.7623	36.7563	36.7556	36.7614	36.7492	36.747	36.7598	36.7461	36.7469	36.7415	36.7486	36.7491	36.7491	36.7271	36.7396	36.7455	36.753	36.7509	36.7508	36.7467	36.7275	36.7477	36.7469	36.7387	36.7231	36.7306	36.7385	36.7312	36.737	36.7322	36.7308	36.7273	36.7337	36.7359	36.7381	36.7352	36.7357	36.733	36.7317	36.7259	36.7327	36.7325	36.7323	36.7241	36.7198	36.7253	36.7279	36.7227	36.7196	36.7211	36.7102	36.716	36.7096	36.7083	36.706	36.6967	36.6892	36.6896	36.681	36.6791	36.6757	36.6659	36.6596	36.6519	36.6481	36.6477	36.6335	36.6315	36.6367	36.6252	36.6229	36.6192	36.6178	36.6183	36.6201	36.6108	36.6184	36.6091	36.6019	36.6021	36.6042	36.5941	36.5957	36.5853	36.5899	36.5868	36.5747	36.5743	36.5733	36.5702	36.5476	36.5223	36.5	36.4882	36.4756	36.4463	36.4189	36.3897	36.3737	36.3416	36.2916	36.2424	36.2024	36.1524	36.0954	36.0028	35.9693	35.9219	35.8999	36.2456
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L5-clmp.r1r2_fastp	36.9294	36.7554	36.7566	36.7592	36.7571	36.7575	36.7644	36.7598	36.7658	36.7604	36.7653	36.756	36.7625	36.7646	36.7489	36.7515	36.7624	36.7475	36.7478	36.7501	36.7533	36.7527	36.7541	36.7322	36.7427	36.7506	36.7537	36.7457	36.7548	36.7463	36.7317	36.7495	36.7532	36.7391	36.7278	36.7323	36.7382	36.7381	36.7365	36.7329	36.7353	36.7288	36.7417	36.738	36.7386	36.7418	36.7399	36.7357	36.7327	36.7303	36.7286	36.7325	36.73	36.7257	36.7199	36.7258	36.7288	36.7195	36.721	36.7234	36.7162	36.7131	36.7089	36.705	36.6994	36.696	36.6887	36.6817	36.674	36.6764	36.6745	36.6626	36.6575	36.6497	36.6496	36.642	36.6342	36.6302	36.625	36.6263	36.6244	36.6252	36.6218	36.6222	36.6222	36.6114	36.6193	36.6141	36.613	36.6087	36.6124	36.6119	36.6114	36.6052	36.6086	36.5983	36.5938	36.5833	36.5754	36.5612	36.5648	36.5296	36.5344	36.5165	36.4847	36.4619	36.4282	36.3997	36.3826	36.3473	36.2827	36.2662	36.2207	36.1672	36.1314	36.044	36.0275	35.9676	35.9425	36.3107
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L6-clmp.r1r2_fastp	36.9288	36.7448	36.7441	36.7483	36.7533	36.7498	36.7493	36.7485	36.7513	36.7521	36.7571	36.7507	36.7431	36.7566	36.7414	36.7375	36.7488	36.7411	36.7248	36.736	36.7408	36.7392	36.7414	36.7232	36.7346	36.74	36.7411	36.74	36.748	36.7325	36.7132	36.7321	36.7369	36.7344	36.7136	36.7207	36.7144	36.722	36.7195	36.7216	36.7002	36.72	36.7233	36.7285	36.7246	36.7255	36.7233	36.7173	36.7168	36.71	36.7242	36.7249	36.7139	36.7142	36.7165	36.7121	36.7121	36.6933	36.7068	36.7043	36.6974	36.7053	36.6962	36.6955	36.6864	36.6842	36.6767	36.6673	36.6659	36.6512	36.6556	36.6496	36.6406	36.6361	36.6306	36.6218	36.6207	36.6151	36.6189	36.6109	36.6184	36.6029	36.6128	36.6014	36.6071	36.6051	36.6052	36.6053	36.5999	36.6093	36.608	36.6019	36.599	36.6061	36.6001	36.5992	36.5965	36.5837	36.5831	36.572	36.5432	36.5132	36.4709	36.4449	36.4664	36.4404	36.4056	36.3583	36.3483	36.3161	36.2409	36.188	36.159	36.0959	36.0669	35.9743	35.9364	35.8636	35.8352	36.2358
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L7-clmp.r1r2_fastp	36.9318	36.7603	36.7571	36.7586	36.7449	36.7605	36.7622	36.7598	36.7704	36.7645	36.7699	36.7623	36.7631	36.7621	36.7386	36.7519	36.7642	36.7525	36.7318	36.752	36.754	36.752	36.7541	36.731	36.7425	36.7555	36.7562	36.7559	36.7606	36.7389	36.7341	36.7455	36.7494	36.7406	36.7271	36.7354	36.7414	36.7395	36.7382	36.7354	36.7315	36.734	36.7437	36.7398	36.7389	36.7388	36.7352	36.7329	36.7343	36.7335	36.7362	36.7369	36.7325	36.7299	36.7308	36.7286	36.7292	36.7186	36.7043	36.7172	36.6871	36.7143	36.7127	36.7066	36.7066	36.702	36.6892	36.6831	36.6808	36.6735	36.6731	36.6588	36.6342	36.6535	36.6277	36.6284	36.6242	36.6301	36.6267	36.6262	36.6195	36.621	36.6273	36.6038	36.6224	36.6038	36.6221	36.6208	36.6017	36.6212	36.6107	36.6144	36.6149	36.6128	36.6112	36.6026	36.5968	36.6003	36.5856	36.6002	36.5672	36.5526	36.5467	36.5261	36.4974	36.4709	36.4496	36.4158	36.3946	36.3628	36.303	36.28	36.2312	36.1785	36.129	36.0249	35.9883	35.9424	35.933	36.3026
Tzo-ABol_008-Ex1-8A-lcwgs-1-2-L8-clmp.r1r2_fastp	36.9325	36.7681	36.7705	36.7679	36.7706	36.7739	36.772	36.7729	36.7803	36.7759	36.7805	36.7805	36.7749	36.7787	36.7668	36.7637	36.7787	36.7618	36.763	36.764	36.7666	36.7686	36.7681	36.744	36.7583	36.7651	36.7664	36.7482	36.7708	36.7639	36.7469	36.7645	36.7637	36.7585	36.7389	36.7485	36.7532	36.7488	36.751	36.7497	36.747	36.7447	36.7562	36.7508	36.7533	36.7467	36.7471	36.7433	36.7425	36.7376	36.7442	36.7472	36.7406	36.7474	36.7427	36.7357	36.7392	36.734	36.7309	36.7349	36.7254	36.7273	36.7236	36.7251	36.7134	36.7126	36.6962	36.69	36.6891	36.6901	36.6815	36.6754	36.6692	36.6544	36.6623	36.6514	36.6451	36.6469	36.6395	36.6375	36.6426	36.6352	36.6325	36.6322	36.6314	36.6283	36.6384	36.6278	36.6351	36.612	36.6184	36.6147	36.6209	36.6216	36.6206	36.6092	36.6029	36.6089	36.6056	36.6122	36.5862	36.5702	36.5699	36.5542	36.5218	36.5127	36.4761	36.4418	36.4371	36.3878	36.3221	36.2924	36.2453	36.1831	36.1287	36.06	36.0143	35.9591	35.9162	36.2855
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L3-clmp.r1r2_fastp	36.9279	36.7523	36.7511	36.7584	36.7623	36.7632	36.7664	36.7657	36.7691	36.7672	36.771	36.7662	36.7665	36.7688	36.7649	36.7598	36.7734	36.7576	36.7594	36.7574	36.7609	36.76	36.7634	36.7339	36.7531	36.7574	36.7659	36.7622	36.766	36.7616	36.7447	36.7563	36.7591	36.7536	36.7374	36.7413	36.7474	36.7444	36.7465	36.7451	36.739	36.7415	36.7505	36.75	36.7469	36.7478	36.7456	36.7433	36.7431	36.7369	36.7473	36.7445	36.7365	36.7357	36.7347	36.7376	36.7409	36.7308	36.7269	36.7253	36.7259	36.7232	36.7168	36.7171	36.7066	36.7058	36.6987	36.6949	36.6902	36.6841	36.6772	36.6711	36.6634	36.6576	36.6493	36.6443	36.6408	36.6345	36.6332	36.6356	36.6323	36.6279	36.6293	36.6167	36.6257	36.6159	36.6234	36.626	36.6141	36.6164	36.6065	36.6102	36.6104	36.6077	36.5991	36.5963	36.5976	36.586	36.581	36.576	36.5702	36.543	36.5383	36.5233	36.4986	36.4938	36.4665	36.4526	36.4297	36.4146	36.3652	36.3312	36.2791	36.2055	36.1975	36.102	36.0946	36.0249	36.0091	36.3602
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L4-clmp.r1r2_fastp	36.9273	36.7508	36.7481	36.7435	36.746	36.7526	36.7565	36.7531	36.7591	36.7588	36.7638	36.7592	36.7557	36.7601	36.7519	36.7478	36.7611	36.7478	36.7481	36.7465	36.7493	36.7474	36.7521	36.7254	36.7412	36.7462	36.7527	36.7496	36.7508	36.7473	36.732	36.7433	36.7495	36.7393	36.7275	36.7299	36.7379	36.7329	36.7362	36.7332	36.7321	36.7311	36.7356	36.7381	36.7365	36.7397	36.7345	36.736	36.7324	36.7277	36.7314	36.7323	36.7299	36.7262	36.7191	36.7236	36.7257	36.7186	36.7161	36.7188	36.7152	36.7095	36.7079	36.705	36.6983	36.6969	36.6904	36.6811	36.678	36.6759	36.6705	36.6648	36.6538	36.6534	36.6434	36.6444	36.6341	36.6254	36.6294	36.622	36.6205	36.6151	36.6164	36.617	36.6142	36.6045	36.6058	36.6068	36.6029	36.5991	36.5945	36.592	36.5959	36.5856	36.5841	36.5851	36.5689	36.5697	36.5644	36.5577	36.5423	36.5165	36.5012	36.4872	36.4738	36.4475	36.4272	36.3877	36.3871	36.3559	36.2973	36.2627	36.2269	36.177	36.1399	36.0395	36.0071	35.954	35.933	36.292
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L5-clmp.r1r2_fastp	36.9246	36.7556	36.7554	36.7565	36.7578	36.7547	36.7593	36.7584	36.7629	36.7624	36.7644	36.759	36.7611	36.7635	36.75	36.7528	36.763	36.7493	36.7495	36.7503	36.753	36.7512	36.753	36.7312	36.7437	36.752	36.7559	36.7505	36.7567	36.7465	36.735	36.7473	36.75	36.7392	36.727	36.7356	36.739	36.7395	36.738	36.738	36.7348	36.7312	36.7413	36.7359	36.7385	36.7436	36.7374	36.7348	36.7306	36.7329	36.7275	36.7312	36.729	36.7286	36.7227	36.7265	36.7286	36.7192	36.7192	36.72	36.7183	36.7136	36.7096	36.7048	36.6977	36.6968	36.6843	36.6781	36.6783	36.6738	36.6665	36.6598	36.6535	36.6481	36.6478	36.6416	36.6274	36.6238	36.62	36.6224	36.6198	36.6197	36.615	36.6076	36.6192	36.6076	36.6089	36.6136	36.6107	36.6047	36.6053	36.6033	36.5985	36.5967	36.5995	36.5994	36.5856	36.5842	36.5709	36.5554	36.5567	36.5317	36.5404	36.5224	36.4899	36.4759	36.4367	36.405	36.3938	36.3613	36.3011	36.2894	36.2409	36.1932	36.1577	36.0632	36.0375	35.9807	35.9686	36.3512
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L6-clmp.r1r2_fastp	36.9261	36.7437	36.7409	36.7421	36.7492	36.7447	36.7494	36.7475	36.7474	36.753	36.757	36.753	36.7477	36.7556	36.7413	36.7428	36.7526	36.7404	36.7275	36.735	36.7414	36.7383	36.7422	36.7203	36.7337	36.7393	36.7411	36.7398	36.7475	36.7344	36.7166	36.7297	36.7375	36.7321	36.7142	36.7185	36.715	36.725	36.7226	36.7203	36.7058	36.7201	36.7195	36.7257	36.7192	36.7266	36.7231	36.7169	36.7158	36.7111	36.72	36.722	36.7119	36.715	36.7118	36.7125	36.7094	36.6935	36.7023	36.7038	36.697	36.6971	36.6891	36.6914	36.6823	36.6782	36.6661	36.6661	36.6581	36.6437	36.6476	36.6423	36.6403	36.6271	36.6234	36.621	36.6166	36.6065	36.6071	36.6014	36.5971	36.5953	36.5991	36.5947	36.5994	36.5976	36.5958	36.5963	36.5954	36.5956	36.597	36.5938	36.5868	36.5942	36.5906	36.5886	36.588	36.5706	36.5634	36.5602	36.532	36.5009	36.473	36.4422	36.458	36.4373	36.4001	36.3577	36.3546	36.3204	36.2574	36.2083	36.1871	36.125	36.0969	35.9952	35.9677	35.9087	35.8826	36.2921
