Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L7-clmp.r1r2_fastp	36.8948	36.729	36.745	36.7483	36.7468	36.7505	36.7537	36.7538	36.7518	36.7537	36.7547	36.7532	36.7559	36.7544	36.7526	36.7504	36.7486	36.7491	36.7454	36.7426	36.7443	36.7454	36.7468	36.7435	36.7469	36.7431	36.7427	36.7404	36.7388	36.7402	36.7394	36.7354	36.7326	36.7277	36.7254	36.7299	36.7237	36.7251	36.7282	36.7269	36.7187	36.7217	36.7187	36.7187	36.7106	36.7185	36.7084	36.7155	36.7199	36.7193	36.7112	36.7009	36.7042	36.7062	36.7052	36.7027	36.6978	36.6884	36.6776	36.6905	36.6626	36.6774	36.6731	36.6608	36.6298	36.6498	36.6484	36.6386	36.6325	36.6091	36.6103	36.6058	36.5939	36.5866	36.5751	36.5638	36.5353	36.5394	36.532	36.5194	36.4981	36.4854	36.468	36.4561	36.4524	36.4444	36.4224	36.406	36.4051	36.3819	36.3561	36.3432	36.3332	36.325	36.318	36.3077	36.2813	36.2756	36.2579	36.2551	36.2333	36.217	36.2112	36.1918	36.1913	36.1931	36.1547	36.1592	36.1301	36.1258	36.1148	36.1015	36.1057	36.0827	36.069	36.0629	36.0605	36.0533	36.0926	36.8542
Tzo-ABol_009-Ex1-9A-lcwgs-1-2-L8-clmp.r1r2_fastp	36.8987	36.7588	36.7633	36.7611	36.76	36.7609	36.7546	36.765	36.7678	36.7725	36.769	36.7646	36.77	36.7674	36.7638	36.7614	36.7635	36.7632	36.7572	36.7564	36.7574	36.758	36.7578	36.7568	36.7589	36.7521	36.7547	36.7503	36.7455	36.7467	36.7483	36.7446	36.745	36.727	36.7381	36.7388	36.7368	36.7341	36.7327	36.733	36.7299	36.7301	36.7321	36.7292	36.721	36.7245	36.7252	36.7219	36.7191	36.7243	36.7137	36.7071	36.7166	36.7203	36.6928	36.7104	36.7112	36.7039	36.6768	36.6891	36.6921	36.6803	36.6725	36.6716	36.6681	36.6612	36.6488	36.6465	36.6331	36.6196	36.6146	36.6044	36.6034	36.5975	36.5792	36.5644	36.5448	36.5425	36.535	36.5126	36.5243	36.4989	36.4797	36.4615	36.4552	36.4511	36.4249	36.4051	36.3839	36.3853	36.3778	36.346	36.3268	36.3203	36.2837	36.3035	36.278	36.2784	36.2421	36.242	36.234	36.1868	36.2037	36.1908	36.1744	36.1621	36.1393	36.1532	36.1292	36.1117	36.098	36.0675	36.0912	36.0626	36.0757	36.0142	36.0091	36.0223	36.0787	36.8565
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L3-clmp.r1r2_fastp	36.9031	36.7451	36.7471	36.758	36.7515	36.759	36.7631	36.7659	36.7628	36.7627	36.7666	36.7638	36.7634	36.7639	36.7628	36.7646	36.7638	36.7623	36.7641	36.7584	36.7598	36.7558	36.743	36.7571	36.7589	36.7549	36.7569	36.7611	36.756	36.7541	36.7499	36.7493	36.7513	36.7553	36.7519	36.7398	36.7481	36.748	36.7513	36.7498	36.7492	36.7446	36.744	36.7415	36.7404	36.7396	36.7476	36.7419	36.7473	36.7472	36.7395	36.7297	36.7345	36.7422	36.7412	36.7302	36.7307	36.7239	36.7146	36.6928	36.7176	36.7069	36.7038	36.7022	36.7017	36.6902	36.6823	36.6771	36.6796	36.6596	36.6552	36.6509	36.6473	36.63	36.633	36.6203	36.6106	36.5938	36.5953	36.5785	36.5659	36.5322	36.5416	36.5318	36.5192	36.5046	36.5016	36.4729	36.4795	36.4625	36.4581	36.4336	36.4225	36.3998	36.4061	36.3935	36.3711	36.3615	36.3487	36.3466	36.3254	36.3266	36.3123	36.3103	36.2714	36.2943	36.2754	36.2327	36.2575	36.2429	36.2386	36.2027	36.2014	36.1963	36.1812	36.1668	36.1675	36.1691	36.203	36.8479
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L4-clmp.r1r2_fastp	36.8997	36.7387	36.7423	36.7447	36.7444	36.7495	36.7494	36.7494	36.7533	36.7496	36.7504	36.7479	36.7499	36.7501	36.7345	36.7525	36.7443	36.7508	36.7511	36.7441	36.7464	36.7462	36.7456	36.7433	36.7453	36.7448	36.7467	36.7449	36.7402	36.7412	36.7373	36.7398	36.737	36.7415	36.7386	36.7353	36.7348	36.7361	36.7381	36.7329	36.7293	36.7299	36.7286	36.7301	36.7274	36.7313	36.7333	36.7257	36.7319	36.7353	36.723	36.713	36.7224	36.724	36.7198	36.7187	36.7176	36.7055	36.6952	36.7017	36.7003	36.6889	36.6846	36.6919	36.6812	36.6767	36.6681	36.6556	36.6553	36.6429	36.6286	36.6322	36.6253	36.6099	36.6113	36.583	36.5872	36.5643	36.5325	36.549	36.5437	36.5316	36.5116	36.5061	36.4937	36.4818	36.4744	36.4531	36.4533	36.4338	36.426	36.4111	36.4006	36.3824	36.3852	36.379	36.362	36.3566	36.3248	36.3267	36.3099	36.3151	36.2966	36.2619	36.2695	36.2583	36.2337	36.2364	36.2155	36.2164	36.2163	36.1859	36.1845	36.168	36.1606	36.155	36.1516	36.1389	36.1943	36.8393
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L5-clmp.r1r2_fastp	36.8967	36.7419	36.7417	36.7449	36.7474	36.7438	36.749	36.7471	36.7533	36.749	36.7503	36.7453	36.7504	36.7512	36.7483	36.7477	36.745	36.7493	36.742	36.7463	36.7449	36.7456	36.7312	36.7373	36.7464	36.747	36.7408	36.7415	36.7367	36.7377	36.7353	36.7391	36.7295	36.7376	36.7359	36.7295	36.7303	36.7299	36.7337	36.7324	36.7236	36.7335	36.7285	36.7281	36.7205	36.7277	36.7244	36.7228	36.7238	36.7285	36.719	36.7091	36.7143	36.7218	36.7155	36.7131	36.7066	36.7006	36.6939	36.6933	36.6907	36.6819	36.6749	36.6765	36.6727	36.6618	36.6483	36.6516	36.6481	36.6367	36.6197	36.6264	36.6174	36.5591	36.5937	36.5797	36.5562	36.559	36.5527	36.5443	36.5323	36.5104	36.5019	36.4916	36.4795	36.4657	36.4509	36.4245	36.4244	36.3588	36.3871	36.3604	36.3641	36.3498	36.3451	36.3563	36.3184	36.3148	36.2897	36.2739	36.2791	36.2635	36.2557	36.2235	36.2101	36.218	36.201	36.1812	36.173	36.1711	36.1425	36.127	36.1478	36.1147	36.1193	36.0876	36.0911	36.0842	36.1331	36.8447
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L6-clmp.r1r2_fastp	36.8961	36.7305	36.7312	36.7354	36.7301	36.7326	36.7399	36.7389	36.739	36.7405	36.7393	36.7324	36.7399	36.7378	36.7378	36.7345	36.728	36.7376	36.7329	36.73	36.7321	36.7342	36.7314	36.7337	36.7317	36.7297	36.7292	36.7278	36.725	36.7251	36.7127	36.7277	36.7252	36.7224	36.7233	36.7188	36.7154	36.7052	36.7204	36.712	36.7091	36.7116	36.7104	36.7122	36.7059	36.7089	36.7186	36.7085	36.7164	36.7087	36.7012	36.6918	36.7015	36.7026	36.6976	36.6946	36.6917	36.6872	36.6732	36.6815	36.681	36.6655	36.6591	36.6611	36.6621	36.6566	36.6217	36.6332	36.6206	36.6114	36.6111	36.5964	36.5863	36.5817	36.5689	36.5518	36.544	36.5356	36.5302	36.5183	36.5059	36.4853	36.4728	36.4593	36.4508	36.4226	36.4127	36.3963	36.3839	36.3782	36.3773	36.3371	36.3131	36.3057	36.3117	36.3019	36.231	36.2572	36.2515	36.2404	36.2205	36.2141	36.1859	36.1763	36.1727	36.1522	36.1464	36.1223	36.1276	36.1103	36.0963	36.0661	36.0888	36.0553	36.0613	36.0478	36.0185	36.0367	36.0933	36.8609
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L7-clmp.r1r2_fastp	36.9012	36.7311	36.7488	36.7489	36.7478	36.7505	36.7536	36.7519	36.7514	36.7551	36.7526	36.7511	36.7536	36.7496	36.7511	36.7477	36.7492	36.7481	36.7456	36.7437	36.7443	36.747	36.7446	36.7443	36.7475	36.7497	36.747	36.7463	36.7414	36.7424	36.7415	36.7419	36.7396	36.7376	36.73	36.7368	36.7293	36.7349	36.7336	36.7329	36.729	36.7312	36.727	36.7258	36.7202	36.7248	36.7152	36.7271	36.7311	36.7325	36.7222	36.7119	36.7152	36.7223	36.7192	36.7177	36.7148	36.7023	36.6919	36.701	36.6712	36.6937	36.6854	36.6777	36.6356	36.6654	36.6592	36.6531	36.644	36.6282	36.6278	36.6312	36.6168	36.6046	36.5936	36.5808	36.5521	36.5585	36.5541	36.5347	36.5093	36.5069	36.4899	36.478	36.4758	36.4658	36.4523	36.4227	36.4245	36.403	36.3834	36.3704	36.3586	36.3466	36.3355	36.331	36.3004	36.3024	36.2772	36.2672	36.2595	36.2446	36.239	36.2131	36.2132	36.22	36.1712	36.1741	36.1611	36.1451	36.1334	36.1083	36.1229	36.113	36.0693	36.0695	36.0731	36.0637	36.1037	36.8593
Tzo-ABol_010-Ex1-10A-lcwgs-1-2-L8-clmp.r1r2_fastp	36.9031	36.7597	36.7632	36.7597	36.7581	36.7611	36.7498	36.761	36.7641	36.7686	36.7656	36.761	36.7652	36.7624	36.7621	36.7574	36.7618	36.7582	36.7581	36.7534	36.7554	36.7578	36.7577	36.7531	36.7562	36.7562	36.7534	36.7519	36.7504	36.7511	36.7519	36.7469	36.7506	36.7305	36.7471	36.7477	36.7437	36.7438	36.7401	36.7414	36.7371	36.7346	36.7404	36.7361	36.73	36.7343	36.7354	36.7352	36.7326	36.7384	36.7264	36.7164	36.7271	36.7323	36.6995	36.7196	36.7211	36.7134	36.6908	36.7027	36.7074	36.6955	36.689	36.6891	36.6799	36.6759	36.6619	36.6589	36.6496	36.6362	36.6304	36.6208	36.6194	36.6119	36.5941	36.5815	36.5649	36.5646	36.5561	36.534	36.5359	36.5107	36.5002	36.4813	36.4693	36.4704	36.4382	36.4208	36.4013	36.4056	36.3961	36.3653	36.3473	36.3337	36.3061	36.3208	36.2986	36.2989	36.2712	36.2678	36.2582	36.2078	36.2348	36.2065	36.1831	36.1745	36.1633	36.1714	36.1282	36.1204	36.1136	36.0768	36.1244	36.0767	36.088	36.0251	36.0193	36.0265	36.075	36.8527
Tzo-ABol_020-Ex1-8B-lcwgs-1-2-L3-clmp.r1r2_fastp	36.9087	36.7519	36.7531	36.7625	36.7525	36.7643	36.7687	36.7693	36.7724	36.7663	36.7717	36.7656	36.7693	36.7647	36.7642	36.766	36.7651	36.7616	36.7606	36.7595	36.7628	36.7581	36.7434	36.7549	36.7519	36.749	36.7525	36.7482	36.7518	36.7467	36.744	36.7447	36.7461	36.7458	36.7405	36.7322	36.7423	36.7474	36.7458	36.7417	36.7405	36.734	36.731	36.7386	36.7319	36.7377	36.7351	36.7364	36.7348	36.7376	36.7364	36.7269	36.7326	36.7409	36.7363	36.7274	36.7286	36.7246	36.7175	36.6927	36.7192	36.7112	36.7151	36.6996	36.7096	36.7018	36.6938	36.6796	36.6857	36.6726	36.6669	36.6688	36.6607	36.646	36.6484	36.6402	36.6391	36.6114	36.6184	36.613	36.6071	36.5602	36.575	36.5687	36.5647	36.534	36.543	36.5131	36.5123	36.4965	36.4943	36.4721	36.4592	36.4477	36.4524	36.4226	36.4191	36.4281	36.4097	36.4062	36.3901	36.3893	36.3905	36.3523	36.3389	36.3441	36.3296	36.2989	36.3166	36.319	36.2992	36.2552	36.2728	36.2692	36.2433	36.251	36.2361	36.2398	36.2843	36.8656
Tzo-ABol_020-Ex1-8B-lcwgs-1-2-L4-clmp.r1r2_fastp	36.905	36.7515	36.7501	36.7483	36.75	36.7516	36.7542	36.759	36.7544	36.755	36.7552	36.75	36.755	36.7517	36.7393	36.7552	36.7496	36.7559	36.7548	36.7462	36.7519	36.7447	36.7496	36.7434	36.7404	36.7441	36.7428	36.7435	36.7303	36.7377	36.7334	36.7384	36.7355	36.7285	36.7328	36.7262	36.7265	36.729	36.7309	36.7235	36.7284	36.7194	36.7236	36.7219	36.7218	36.7206	36.726	36.7182	36.7247	36.733	36.7158	36.7109	36.7213	36.723	36.7149	36.7184	36.7155	36.7049	36.6994	36.7083	36.7024	36.6961	36.6926	36.6968	36.6862	36.6906	36.6684	36.6687	36.6669	36.6652	36.6477	36.6597	36.6486	36.6196	36.6396	36.6147	36.6155	36.5906	36.5546	36.5677	36.5688	36.5644	36.5458	36.5344	36.5285	36.5129	36.5138	36.4859	36.5065	36.4812	36.4691	36.4566	36.4401	36.4378	36.4378	36.4257	36.4281	36.4063	36.4079	36.3888	36.3608	36.3774	36.3383	36.3455	36.3341	36.337	36.3032	36.2907	36.2731	36.2908	36.2725	36.2583	36.2559	36.2243	36.2457	36.2411	36.2308	36.2098	36.2552	36.8452
Tzo-ABol_020-Ex1-8B-lcwgs-1-2-L5-clmp.r1r2_fastp	36.9026	36.7512	36.7485	36.7514	36.7516	36.7493	36.7509	36.7525	36.7531	36.752	36.7547	36.7546	36.7546	36.7537	36.7534	36.7495	36.7502	36.7498	36.7451	36.7405	36.7478	36.7466	36.7275	36.7401	36.7477	36.7379	36.7356	36.7362	36.7363	36.7314	36.7295	36.7335	36.7231	36.7263	36.725	36.7244	36.7243	36.727	36.7208	36.727	36.7146	36.724	36.718	36.7133	36.7163	36.721	36.7169	36.7099	36.7074	36.7256	36.7157	36.703	36.71	36.7183	36.7045	36.7194	36.7025	36.7015	36.695	36.6974	36.6926	36.6933	36.6873	36.6847	36.6792	36.6739	36.6603	36.661	36.6591	36.6454	36.6366	36.6373	36.6342	36.5781	36.6112	36.6054	36.5874	36.5871	36.576	36.5772	36.5687	36.5392	36.5453	36.5278	36.5268	36.5153	36.4859	36.4746	36.4771	36.405	36.4432	36.4177	36.4038	36.3882	36.4132	36.4104	36.3724	36.3607	36.3528	36.3605	36.3307	36.333	36.3227	36.3183	36.2589	36.2842	36.2555	36.2447	36.2458	36.2363	36.2196	36.2017	36.2228	36.1949	36.1721	36.1457	36.1531	36.1507	36.2023	36.8618
