samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
TzoCMal001_Ex1_L3 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L3-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L3-clmp.fp2_repr.R2.fq.gz
TzoCMal001_Ex1_L4 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L4-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L4-clmp.fp2_repr.R2.fq.gz
TzoCMal001_Ex1_L5 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L5-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L5-clmp.fp2_repr.R2.fq.gz
TzoCMal001_Ex1_L6 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L6-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L6-clmp.fp2_repr.R2.fq.gz
TzoCMal001_Ex1_L7 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L7-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L7-clmp.fp2_repr.R2.fq.gz
TzoCMal001_Ex1_L8 22CVWFLT3 illumina modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L8-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_001-Ex1-3F-lcwgs-1-2-L8-clmp.fp2_repr.R2.fq.gz
TzoCMal002_Ex1_L3 22CVWFLT3 illumina modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L3-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L3-clmp.fp2_repr.R2.fq.gz
TzoCMal002_Ex1_L4 22CVWFLT3 illumina modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L4-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L4-clmp.fp2_repr.R2.fq.gz
TzoCMal002_Ex1_L5 22CVWFLT3 illumina modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L5-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L5-clmp.fp2_repr.R2.fq.gz
TzoCMal002_Ex1_L6 22CVWFLT3 illumina modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L6-clmp.fp2_repr.R1.fq.gz modern/Tzo-CMal_002-Ex1-3G-lcwgs-1-2-L6-clmp.fp2_repr.R2.fq.gz
