readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	3230824	0	119347	436757	0	0	46037	0
22CVWFLT3	0	524788	0	17476	65230	0	0	6360	0
22CVWFLT3-39599115	0	493924	0	16341	61483	0	0	6022	0
22CVWFLT3-477334F8	0	522670	0	17734	64136	0	0	6124	0
22CVWFLT3-5FD49CA0	0	520550	0	17886	64843	0	0	6227	0
22CVWFLT3-6FBC44D9	0	518996	0	17630	64944	0	0	6253	0
22CVWFLT3-DF13683	0	525742	0	18408	65429	0	0	6264	0
HJCYVCCX2:1	0	124154	0	13872	50692	0	0	8787	0
