Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L4-clmp.fp2_r1_screen	698.0	37.0	27.0	58.0	23.0	13.0	1.0	2.0	0.0	0.0	2528.0	73932.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L4-clmp.fp2_r2_screen	651.0	61.0	29.0	56.0	39.0	5.0	7.0	6.0	0.0	0.0	2487.0	73978.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L5-clmp.fp2_r1_screen	631.0	57.0	45.0	44.0	37.0	9.0	2.0	5.0	0.0	0.0	2479.0	73994.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L5-clmp.fp2_r2_screen	657.0	69.0	34.0	37.0	35.0	5.0	3.0	6.0	0.0	0.0	2448.0	74009.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L6-clmp.fp2_r1_screen	660.0	57.0	40.0	61.0	32.0	6.0	4.0	3.0	0.0	0.0	2432.0	74410.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L6-clmp.fp2_r2_screen	582.0	53.0	41.0	56.0	26.0	11.0	5.0	3.0	0.0	0.0	2518.0	74410.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L7-clmp.fp2_r1_screen	646.0	61.0	42.0	50.0	31.0	6.0	8.0	3.0	0.0	0.0	2392.0	73504.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L7-clmp.fp2_r2_screen	654.0	58.0	29.0	48.0	30.0	7.0	13.0	5.0	0.0	0.0	2426.0	73473.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L8-clmp.fp2_r1_screen	625.0	49.0	34.0	44.0	27.0	10.0	6.0	1.0	0.0	0.0	2425.0	70311.0
Tzo-CMta_034-Ex1-1B-lcwgs-1-2-L8-clmp.fp2_r2_screen	619.0	66.0	35.0	60.0	28.0	5.0	5.0	3.0	0.0	0.0	2408.0	70303.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L3-clmp.fp2_r1_screen	2964.0	308.0	151.0	219.0	153.0	33.0	38.0	7.0	0.0	0.0	9499.0	366503.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L3-clmp.fp2_r2_screen	3090.0	305.0	162.0	235.0	170.0	36.0	38.0	9.0	0.0	0.0	9555.0	366275.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L4-clmp.fp2_r1_screen	2810.0	314.0	158.0	232.0	134.0	34.0	42.0	14.0	0.0	0.0	9444.0	365605.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L4-clmp.fp2_r2_screen	2955.0	300.0	145.0	237.0	143.0	29.0	33.0	14.0	0.0	0.0	9554.0	365377.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L5-clmp.fp2_r1_screen	2877.0	310.0	174.0	221.0	153.0	31.0	29.0	15.0	0.0	0.0	9523.0	366512.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L5-clmp.fp2_r2_screen	2897.0	323.0	189.0	238.0	151.0	49.0	28.0	8.0	0.0	0.0	9564.0	366398.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L6-clmp.fp2_r1_screen	2964.0	285.0	165.0	254.0	146.0	41.0	37.0	9.0	0.0	0.0	9421.0	369482.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L6-clmp.fp2_r2_screen	3019.0	303.0	163.0	235.0	148.0	35.0	26.0	12.0	1.0	0.0	9610.0	369252.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L7-clmp.fp2_r1_screen	2891.0	316.0	178.0	240.0	135.0	42.0	37.0	16.0	0.0	0.0	9316.0	367478.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L7-clmp.fp2_r2_screen	3042.0	278.0	165.0	211.0	138.0	38.0	29.0	11.0	0.0	0.0	9487.0	367250.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L8-clmp.fp2_r1_screen	2741.0	294.0	170.0	203.0	161.0	25.0	35.0	11.0	0.0	0.0	9113.0	352659.0
Tzo-CMta_035-Ex1-1C-lcwgs-1-2-L8-clmp.fp2_r2_screen	2831.0	302.0	187.0	216.0	142.0	42.0	36.0	8.0	0.0	0.0	9136.0	352512.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L3-clmp.fp2_r1_screen	345.0	34.0	32.0	23.0	19.0	3.0	2.0	1.0	0.0	0.0	1263.0	45714.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L3-clmp.fp2_r2_screen	344.0	31.0	27.0	25.0	20.0	1.0	5.0	0.0	0.0	0.0	1250.0	45733.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L4-clmp.fp2_r1_screen	337.0	41.0	26.0	30.0	11.0	4.0	4.0	0.0	0.0	0.0	1214.0	45821.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L4-clmp.fp2_r2_screen	367.0	30.0	29.0	21.0	25.0	3.0	5.0	2.0	0.0	0.0	1261.0	45745.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L5-clmp.fp2_r1_screen	388.0	39.0	25.0	31.0	16.0	5.0	7.0	2.0	0.0	0.0	1258.0	45814.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L5-clmp.fp2_r2_screen	387.0	36.0	24.0	29.0	25.0	5.0	7.0	2.0	0.0	0.0	1270.0	45800.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L6-clmp.fp2_r1_screen	339.0	31.0	25.0	31.0	18.0	2.0	4.0	4.0	0.0	0.0	1192.0	46748.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L6-clmp.fp2_r2_screen	350.0	41.0	19.0	32.0	18.0	6.0	3.0	0.0	0.0	0.0	1225.0	46700.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L7-clmp.fp2_r1_screen	379.0	32.0	12.0	38.0	28.0	8.0	2.0	2.0	0.0	0.0	1267.0	46142.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L7-clmp.fp2_r2_screen	355.0	33.0	18.0	30.0	16.0	3.0	5.0	0.0	0.0	0.0	1251.0	46199.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L8-clmp.fp2_r1_screen	320.0	41.0	22.0	39.0	9.0	3.0	4.0	5.0	0.0	0.0	1159.0	43248.0
Tzo-CMta_036-Ex1-1D-lcwgs-1-2-L8-clmp.fp2_r2_screen	375.0	35.0	24.0	30.0	20.0	3.0	2.0	3.0	1.0	0.0	1180.0	43177.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L3-clmp.fp2_r1_screen	595.0	58.0	43.0	55.0	38.0	7.0	4.0	3.0	0.0	0.0	2214.0	77424.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L3-clmp.fp2_r2_screen	616.0	71.0	28.0	45.0	29.0	11.0	5.0	4.0	0.0	0.0	2240.0	77392.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L4-clmp.fp2_r1_screen	598.0	63.0	37.0	49.0	25.0	10.0	10.0	1.0	0.0	0.0	2121.0	76691.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L4-clmp.fp2_r2_screen	634.0	62.0	41.0	59.0	27.0	5.0	7.0	1.0	0.0	0.0	2110.0	76659.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L5-clmp.fp2_r1_screen	557.0	73.0	44.0	47.0	32.0	10.0	7.0	4.0	0.0	0.0	2064.0	76649.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L5-clmp.fp2_r2_screen	583.0	64.0	35.0	59.0	23.0	7.0	4.0	5.0	0.0	0.0	2130.0	76577.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L6-clmp.fp2_r1_screen	616.0	68.0	32.0	48.0	31.0	6.0	5.0	2.0	0.0	0.0	2114.0	76897.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L6-clmp.fp2_r2_screen	622.0	78.0	37.0	40.0	26.0	9.0	7.0	1.0	0.0	0.0	2102.0	76897.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L7-clmp.fp2_r1_screen	591.0	65.0	54.0	45.0	33.0	11.0	2.0	3.0	0.0	0.0	2233.0	77290.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L7-clmp.fp2_r2_screen	587.0	52.0	48.0	47.0	26.0	7.0	10.0	4.0	0.0	0.0	2224.0	77322.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L8-clmp.fp2_r1_screen	559.0	51.0	35.0	41.0	23.0	4.0	5.0	3.0	0.0	0.0	2111.0	73502.0
Tzo-CMta_039-Ex1-1G-lcwgs-1-2-L8-clmp.fp2_r2_screen	575.0	53.0	46.0	58.0	36.0	5.0	8.0	2.0	0.0	0.0	2103.0	73448.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L3-clmp.fp2_r1_screen	13337.0	1375.0	706.0	1059.0	651.0	166.0	145.0	52.0	1.0	0.0	45727.0	1578816.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L3-clmp.fp2_r2_screen	13313.0	1386.0	709.0	1077.0	688.0	170.0	163.0	41.0	0.0	0.0	46164.0	1578324.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L4-clmp.fp2_r1_screen	12919.0	1324.0	674.0	1091.0	681.0	150.0	143.0	43.0	1.0	0.0	45622.0	1568786.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L4-clmp.fp2_r2_screen	13095.0	1348.0	682.0	1026.0	699.0	164.0	156.0	47.0	0.0	0.0	45920.0	1568297.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L5-clmp.fp2_r1_screen	13395.0	1292.0	700.0	1064.0	649.0	182.0	146.0	42.0	2.0	0.0	45193.0	1569217.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L5-clmp.fp2_r2_screen	13518.0	1302.0	664.0	1021.0	627.0	180.0	137.0	41.0	1.0	0.0	45663.0	1568728.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L6-clmp.fp2_r1_screen	13306.0	1404.0	723.0	1045.0	642.0	172.0	147.0	35.0	0.0	0.0	45795.0	1580073.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L6-clmp.fp2_r2_screen	13451.0	1301.0	742.0	1038.0	648.0	164.0	164.0	52.0	1.0	0.0	46366.0	1579415.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L7-clmp.fp2_r1_screen	13386.0	1387.0	682.0	1048.0	652.0	158.0	160.0	60.0	0.0	0.0	45170.0	1570176.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L7-clmp.fp2_r2_screen	13461.0	1287.0	689.0	1020.0	639.0	174.0	153.0	43.0	1.0	0.0	45563.0	1569849.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L8-clmp.fp2_r1_screen	12705.0	1304.0	650.0	986.0	620.0	157.0	130.0	43.0	1.0	0.0	44066.0	1506817.0
Tzo-CMta_040-Ex1-1H-lcwgs-1-2-L8-clmp.fp2_r2_screen	12575.0	1267.0	669.0	1027.0	654.0	148.0	128.0	54.0	0.0	0.0	44453.0	1506504.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L3-clmp.fp2_r1_screen	7436.0	700.0	431.0	624.0	374.0	75.0	86.0	31.0	0.0	0.0	26060.0	959091.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L3-clmp.fp2_r2_screen	7440.0	811.0	485.0	608.0	393.0	96.0	88.0	30.0	0.0	0.0	26165.0	958792.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L4-clmp.fp2_r1_screen	7421.0	777.0	439.0	608.0	405.0	93.0	77.0	31.0	4.0	0.0	25589.0	954608.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L4-clmp.fp2_r2_screen	7426.0	739.0	436.0	567.0	414.0	78.0	89.0	27.0	0.0	0.0	26064.0	954212.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L5-clmp.fp2_r1_screen	7523.0	828.0	409.0	568.0	430.0	104.0	78.0	35.0	1.0	0.0	25327.0	956329.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L5-clmp.fp2_r2_screen	7515.0	801.0	399.0	591.0	420.0	73.0	75.0	34.0	0.0	0.0	25692.0	956032.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L6-clmp.fp2_r1_screen	7545.0	734.0	439.0	591.0	417.0	87.0	92.0	29.0	0.0	0.0	25920.0	965651.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L6-clmp.fp2_r2_screen	7594.0	758.0	425.0	578.0	391.0	106.0	70.0	19.0	0.0	0.0	26314.0	965250.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L7-clmp.fp2_r1_screen	7623.0	798.0	421.0	598.0	384.0	84.0	87.0	41.0	1.0	0.0	25795.0	962260.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L7-clmp.fp2_r2_screen	7568.0	784.0	384.0	586.0	404.0	95.0	98.0	37.0	1.0	0.0	26174.0	961961.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L8-clmp.fp2_r1_screen	7235.0	697.0	390.0	583.0	419.0	96.0	71.0	34.0	4.0	0.0	25145.0	920523.0
Tzo-CMta_041-Ex1-2A-lcwgs-1-2-L8-clmp.fp2_r2_screen	7218.0	702.0	394.0	599.0	377.0	102.0	58.0	27.0	1.0	0.0	25387.0	920332.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L3-clmp.fp2_r1_screen	9847.0	1033.0	527.0	784.0	538.0	160.0	131.0	44.0	0.0	0.0	34729.0	1213219.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L3-clmp.fp2_r2_screen	10116.0	1048.0	571.0	767.0	564.0	126.0	120.0	43.0	0.0	0.0	35194.0	1212463.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L4-clmp.fp2_r1_screen	9925.0	1075.0	549.0	854.0	531.0	127.0	125.0	41.0	1.0	0.0	35177.0	1208848.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L4-clmp.fp2_r2_screen	9813.0	1087.0	539.0	777.0	511.0	125.0	101.0	37.0	0.0	0.0	35540.0	1208723.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L5-clmp.fp2_r1_screen	9922.0	1132.0	562.0	816.0	558.0	141.0	117.0	42.0	0.0	0.0	34627.0	1216365.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L5-clmp.fp2_r2_screen	9968.0	1099.0	551.0	804.0	512.0	136.0	131.0	36.0	0.0	0.0	35312.0	1215733.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L6-clmp.fp2_r1_screen	9926.0	1094.0	543.0	804.0	482.0	120.0	127.0	34.0	1.0	0.0	34944.0	1223728.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L6-clmp.fp2_r2_screen	10125.0	1078.0	541.0	762.0	531.0	141.0	92.0	38.0	1.0	0.0	35274.0	1223220.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L7-clmp.fp2_r1_screen	9803.0	1059.0	530.0	819.0	527.0	137.0	118.0	34.0	2.0	0.0	34897.0	1213273.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L7-clmp.fp2_r2_screen	9945.0	1028.0	567.0	798.0	534.0	137.0	127.0	38.0	1.0	0.0	35256.0	1212768.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L8-clmp.fp2_r1_screen	9486.0	1051.0	541.0	811.0	472.0	115.0	117.0	38.0	0.0	0.0	34038.0	1156127.0
Tzo-CMta_042-Ex1-2B-lcwgs-1-2-L8-clmp.fp2_r2_screen	9681.0	1016.0	542.0	754.0	510.0	117.0	134.0	46.0	2.0	0.0	34108.0	1155886.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L3-clmp.fp2_r1_screen	15492.0	1678.0	868.0	1202.0	868.0	206.0	192.0	60.0	1.0	0.0	52540.0	2039789.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L3-clmp.fp2_r2_screen	15522.0	1712.0	848.0	1205.0	873.0	220.0	191.0	46.0	1.0	0.0	52911.0	2039367.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L4-clmp.fp2_r1_screen	15437.0	1626.0	860.0	1237.0	816.0	218.0	194.0	54.0	3.0	0.0	51762.0	2026833.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L4-clmp.fp2_r2_screen	15453.0	1655.0	854.0	1270.0	833.0	208.0	200.0	63.0	3.0	0.0	52298.0	2026203.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L5-clmp.fp2_r1_screen	15611.0	1688.0	888.0	1307.0	851.0	184.0	215.0	67.0	2.0	0.0	52489.0	2039120.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L5-clmp.fp2_r2_screen	15734.0	1644.0	915.0	1219.0	826.0	201.0	176.0	58.0	2.0	0.0	52949.0	2038698.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L6-clmp.fp2_r1_screen	15673.0	1709.0	901.0	1296.0	852.0	212.0	187.0	53.0	0.0	0.0	52573.0	2049540.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L6-clmp.fp2_r2_screen	15553.0	1657.0	858.0	1319.0	843.0	201.0	182.0	54.0	2.0	0.0	52999.0	2049328.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L7-clmp.fp2_r1_screen	15613.0	1647.0	862.0	1249.0	849.0	196.0	188.0	49.0	1.0	0.0	52417.0	2038793.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L7-clmp.fp2_r2_screen	15615.0	1632.0	850.0	1289.0	782.0	205.0	205.0	47.0	0.0	0.0	53080.0	2038159.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L8-clmp.fp2_r1_screen	15065.0	1603.0	838.0	1157.0	860.0	208.0	186.0	79.0	2.0	0.0	50202.0	1958692.0
Tzo-CMta_043-Ex1-2C-lcwgs-1-2-L8-clmp.fp2_r2_screen	15193.0	1595.0	838.0	1193.0	803.0	206.0	186.0	59.0	0.0	0.0	50939.0	1957880.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L3-clmp.fp2_r1_screen	9007.0	997.0	520.0	748.0	497.0	112.0	113.0	43.0	0.0	0.0	30743.0	1222876.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L3-clmp.fp2_r2_screen	9251.0	1018.0	556.0	768.0	481.0	120.0	90.0	37.0	0.0	0.0	30965.0	1222370.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L4-clmp.fp2_r1_screen	9072.0	949.0	522.0	699.0	515.0	124.0	105.0	27.0	0.0	0.0	30246.0	1215424.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L4-clmp.fp2_r2_screen	9066.0	914.0	528.0	768.0	467.0	107.0	130.0	40.0	0.0	0.0	30490.0	1215173.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L5-clmp.fp2_r1_screen	9202.0	972.0	506.0	690.0	473.0	125.0	114.0	34.0	0.0	0.0	30604.0	1224935.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L5-clmp.fp2_r2_screen	9282.0	927.0	523.0	706.0	508.0	118.0	116.0	32.0	0.0	0.0	30889.0	1224554.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L6-clmp.fp2_r1_screen	9081.0	984.0	512.0	726.0	494.0	131.0	114.0	32.0	0.0	0.0	30521.0	1228869.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L6-clmp.fp2_r2_screen	9218.0	993.0	520.0	733.0	499.0	126.0	116.0	43.0	0.0	0.0	31109.0	1228107.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L7-clmp.fp2_r1_screen	9230.0	964.0	548.0	715.0	503.0	120.0	114.0	35.0	0.0	0.0	30767.0	1225315.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L7-clmp.fp2_r2_screen	9285.0	953.0	550.0	692.0	497.0	110.0	98.0	45.0	1.0	0.0	31399.0	1224681.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L8-clmp.fp2_r1_screen	8692.0	962.0	536.0	694.0	449.0	120.0	98.0	39.0	1.0	0.0	29417.0	1165085.0
Tzo-CMta_044-Ex1-2D-lcwgs-1-2-L8-clmp.fp2_r2_screen	8675.0	949.0	534.0	700.0	489.0	108.0	119.0	31.0	0.0	0.0	29885.0	1164603.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L3-clmp.fp2_r1_screen	8250.0	891.0	623.0	655.0	415.0	120.0	89.0	34.0	0.0	0.0	28667.0	1076636.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L3-clmp.fp2_r2_screen	8247.0	869.0	588.0	705.0	420.0	123.0	85.0	41.0	1.0	0.0	28888.0	1076413.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L4-clmp.fp2_r1_screen	8284.0	877.0	612.0	730.0	474.0	93.0	94.0	41.0	2.0	0.0	28566.0	1071186.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L4-clmp.fp2_r2_screen	8434.0	904.0	561.0	684.0	459.0	100.0	104.0	61.0	0.0	0.0	28910.0	1070742.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L5-clmp.fp2_r1_screen	8396.0	979.0	579.0	689.0	459.0	118.0	94.0	39.0	0.0	0.0	28448.0	1071939.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L5-clmp.fp2_r2_screen	8378.0	945.0	562.0	699.0	446.0	117.0	109.0	41.0	0.0	0.0	28837.0	1071606.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L6-clmp.fp2_r1_screen	8379.0	863.0	568.0	670.0	471.0	99.0	107.0	35.0	0.0	0.0	28416.0	1072953.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L6-clmp.fp2_r2_screen	8595.0	838.0	637.0	686.0	434.0	123.0	107.0	35.0	0.0	0.0	28709.0	1072397.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L7-clmp.fp2_r1_screen	8413.0	914.0	602.0	682.0	453.0	121.0	106.0	37.0	2.0	0.0	28390.0	1072873.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L7-clmp.fp2_r2_screen	8443.0	917.0	604.0	686.0	477.0	119.0	89.0	41.0	0.0	0.0	28900.0	1072317.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L8-clmp.fp2_r1_screen	7879.0	848.0	575.0	681.0	476.0	109.0	79.0	38.0	1.0	0.0	27329.0	1017940.0
Tzo-CMta_045-Ex1-2E-lcwgs-1-2-L8-clmp.fp2_r2_screen	7969.0	857.0	563.0	629.0	424.0	130.0	97.0	33.0	0.0	0.0	27841.0	1017412.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L3-clmp.fp2_r1_screen	81943.0	10852.0	5078.0	6639.0	4452.0	1095.0	922.0	334.0	3.0	0.0	288127.0	10574292.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L3-clmp.fp2_r2_screen	82429.0	10947.0	5074.0	6687.0	4392.0	1059.0	940.0	360.0	8.0	0.0	290841.0	10571000.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L4-clmp.fp2_r1_screen	81706.0	10759.0	5009.0	6602.0	4550.0	1125.0	970.0	343.0	8.0	0.0	286093.0	10513936.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L4-clmp.fp2_r2_screen	82146.0	10680.0	4917.0	6531.0	4322.0	1050.0	972.0	314.0	3.0	0.0	288412.0	10511754.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L5-clmp.fp2_r1_screen	1614.0	242.0	93.0	146.0	105.0	16.0	12.0	4.0	0.0	0.0	5594.0	226479.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L5-clmp.fp2_r2_screen	1668.0	210.0	87.0	128.0	109.0	20.0	21.0	8.0	0.0	0.0	5880.0	226174.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L6-clmp.fp2_r1_screen	82345.0	10929.0	5136.0	6683.0	4387.0	1052.0	989.0	355.0	6.0	0.0	287761.0	10640212.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L6-clmp.fp2_r2_screen	83241.0	11080.0	5063.0	6673.0	4420.0	997.0	935.0	331.0	1.0	0.0	292422.0	10634692.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L7-clmp.fp2_r1_screen	82280.0	11005.0	4939.0	6593.0	4386.0	1050.0	941.0	348.0	10.0	0.0	287331.0	10589628.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L7-clmp.fp2_r2_screen	82745.0	11042.0	5036.0	6604.0	4356.0	1101.0	928.0	332.0	5.0	0.0	292229.0	10584133.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L8-clmp.fp2_r1_screen	79525.0	10243.0	4867.0	6383.0	4224.0	1033.0	947.0	342.0	13.0	0.0	277577.0	10138168.0
Tzo-CMta_046-Ex1-2F-lcwgs-1-2-L8-clmp.fp2_r2_screen	79689.0	10358.0	4811.0	6349.0	4280.0	1000.0	894.0	331.0	4.0	0.0	280595.0	10135011.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L4-clmp.fp2_r1_screen	193367.0	21522.0	11940.0	16305.0	10686.0	2614.0	2524.0	869.0	27.0	0.0	697062.0	25259956.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L4-clmp.fp2_r2_screen	193747.0	21452.0	11834.0	16172.0	10818.0	2720.0	2510.0	835.0	13.0	0.0	704680.0	25252091.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L5-clmp.fp2_r1_screen	194035.0	21375.0	11853.0	16192.0	10985.0	2711.0	2520.0	882.0	26.0	0.0	699122.0	25405685.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L5-clmp.fp2_r2_screen	195071.0	21427.0	11778.0	16084.0	10858.0	2631.0	2437.0	830.0	11.0	0.0	709120.0	25395139.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L6-clmp.fp2_r1_screen	194797.0	21667.0	12011.0	16367.0	11141.0	2687.0	2559.0	880.0	22.0	0.0	702149.0	25599901.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L6-clmp.fp2_r2_screen	195908.0	21493.0	11757.0	16370.0	10837.0	2606.0	2527.0	884.0	10.0	0.0	712514.0	25589275.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L7-clmp.fp2_r1_screen	194927.0	21604.0	11853.0	16363.0	10994.0	2771.0	2520.0	893.0	20.0	0.0	703793.0	25492828.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L7-clmp.fp2_r2_screen	196211.0	21790.0	11935.0	16341.0	10875.0	2568.0	2525.0	884.0	9.0	0.0	713184.0	25482244.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L8-clmp.fp2_r1_screen	187258.0	20978.0	11549.0	16065.0	10798.0	2603.0	2425.0	833.0	31.0	0.0	680179.0	24551399.0
Tzo-CMta_047-Ex1-2G-lcwgs-1-2-L8-clmp.fp2_r2_screen	188860.0	20811.0	11539.0	15771.0	10615.0	2559.0	2390.0	803.0	14.0	0.0	687002.0	24543754.0
Tzo-CMta_048-Ex1-2H-lcwgs-1-2-L3-clmp.fp2_r1_screen	23993.0	2474.0	1150.0	1944.0	1247.0	310.0	264.0	86.0	2.0	0.0	82855.0	2886315.0
