readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	1582622	0	0	0	1944	0	0	0
22CVWFLT3	0	15117	0	0	0	30	0	0	0
22CVWFLT3-114B60A5	0	13936	0	0	0	22	0	0	0
22CVWFLT3-19F6660B	0	14913	0	0	0	29	0	0	0
22CVWFLT3-3034A0D	0	14963	0	0	0	28	0	0	0
22CVWFLT3-4F00709C	0	14674	0	0	0	21	0	0	0
22CVWFLT3-7EF234F9	0	14843	0	0	0	26	0	0	0
HJCYVCCX2:1	0	1494176	0	0	0	1788	0	0	0
