readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	127463	0	0	0	161	0	0	0
22CVWFLT3	0	14827	0	0	0	15	0	0	0
22CVWFLT3-4C88D345	0	14751	0	0	0	20	0	0	0
22CVWFLT3-4E17DE03	0	14800	0	0	0	17	0	0	0
22CVWFLT3-50489D71	0	14750	0	0	0	20	0	0	0
22CVWFLT3-59A9601D	0	14439	0	0	0	17	0	0	0
22CVWFLT3-5C6A5554	0	15175	0	0	0	19	0	0	0
HJCYVCCX2:1	0	38721	0	0	0	53	0	0	0
