readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	3059659	0	0	0	3636	0	0	0
22CVWFLT3	0	386221	0	0	0	433	0	0	0
22CVWFLT3-24281F66	0	385475	0	0	0	450	0	0	0
22CVWFLT3-3E2C1B43	0	370358	0	0	0	449	0	0	0
22CVWFLT3-45DB99D1	0	388372	0	0	0	480	0	0	0
22CVWFLT3-4858B7F7	0	385009	0	0	0	459	0	0	0
22CVWFLT3-C18639E	0	385684	0	0	0	474	0	0	0
HJCYVCCX2:1	0	758540	0	0	0	891	0	0	0
