readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	2431028	0	430586	1502924	0	0	73525	0
22CVWFLT3	0	265064	0	39254	154302	0	0	3415	0
22CVWFLT3-11C75F81	0	258240	0	39634	150630	0	0	3307	0
22CVWFLT3-23825AE1	0	268184	0	42838	154537	0	0	3308	0
22CVWFLT3-37DCE09C	0	271534	0	44528	157739	0	0	3412	0
22CVWFLT3-516B23BE	0	254736	0	38605	148453	0	0	3211	0
22CVWFLT3-7D4B110A	0	269862	0	42609	157000	0	0	3411	0
HJCYVCCX2:1	0	843408	0	183118	580263	0	0	53461	0
