readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	3929490	0	562283	2063443	0	0	79947	0
22CVWFLT3	0	617212	0	82510	316902	0	0	10256	0
22CVWFLT3-1DCC1B83	0	589106	0	77697	303665	0	0	9856	0
22CVWFLT3-231A4F09	0	626088	0	90151	323512	0	0	10271	0
22CVWFLT3-3D90AA17	0	602216	0	81815	308195	0	0	10047	0
22CVWFLT3-65D47F5B	0	624528	0	88195	323925	0	0	10461	0
22CVWFLT3-6D14ECCA	0	619338	0	87543	319088	0	0	10134	0
HJCYVCCX2:1	0	251002	0	54372	168156	0	0	18922	0
