readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	9436494	0	1126099	2614454	0	0	180290	0
22CVWFLT3	0	1568942	0	181441	429309	0	0	29629	0
22CVWFLT3-1854BD0A	0	1565204	0	189291	429341	0	0	29242	0
22CVWFLT3-3F7D8C57	0	1559964	0	182120	420360	0	0	29059	0
22CVWFLT3-48D3CB9B	0	1575648	0	189996	436374	0	0	29670	0
22CVWFLT3-4ECB1549	0	1587140	0	193966	435105	0	0	29214	0
22CVWFLT3-711B05C3	0	1491814	0	174684	410109	0	0	27814	0
HJCYVCCX2:1	0	87782	0	14601	53856	0	0	5662	0
