readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	16813233	0	0	0	29298	0	0	0
22CVWFLT3	0	2704518	0	0	0	4717	0	0	0
22CVWFLT3-1B32A375	0	2601066	0	0	0	4543	0	0	0
22CVWFLT3-25E7E2E3	0	2714461	0	0	0	4846	0	0	0
22CVWFLT3-4A41DB58	0	2683232	0	0	0	4647	0	0	0
22CVWFLT3-7ABD1000	0	2694605	0	0	0	4719	0	0	0
22CVWFLT3-CFE4239	0	2687998	0	0	0	4530	0	0	0
HJCYVCCX2:1	0	727353	0	0	0	1296	0	0	0
