readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	183128	0	0	0	254	0	0	0
22CVWFLT3	0	22840	0	0	0	35	0	0	0
22CVWFLT3-3A225A59	0	22596	0	0	0	33	0	0	0
22CVWFLT3-3FDF676E	0	22856	0	0	0	34	0	0	0
22CVWFLT3-53A2AB66	0	22817	0	0	0	27	0	0	0
22CVWFLT3-7255933F	0	22659	0	0	0	35	0	0	0
22CVWFLT3-7B15C4B	0	22048	0	0	0	24	0	0	0
HJCYVCCX2:1	0	47312	0	0	0	66	0	0	0
