readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	8449445	0	0	0	8415	0	0	0
22CVWFLT3	0	974966	0	0	0	965	0	0	0
22CVWFLT3-13AEA621	0	968484	0	0	0	935	0	0	0
22CVWFLT3-1EBCFC19	0	924526	0	0	0	893	0	0	0
22CVWFLT3-20FCF9F0	0	964228	0	0	0	1010	0	0	0
22CVWFLT3-3957F23F	0	976272	0	0	0	971	0	0	0
22CVWFLT3-6D7A25ED	0	967823	0	0	0	918	0	0	0
HJCYVCCX2:1	0	2673146	0	0	0	2723	0	0	0
