readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	2400313	0	0	0	2626	0	0	0
22CVWFLT3	0	12421	0	0	0	20	0	0	0
22CVWFLT3-1A10044A	0	11356	0	0	0	18	0	0	0
22CVWFLT3-38A2461A	0	12163	0	0	0	20	0	0	0
22CVWFLT3-3A91BCFE	0	12297	0	0	0	22	0	0	0
22CVWFLT3-3B540079	0	12373	0	0	0	17	0	0	0
22CVWFLT3-76E44960	0	12237	0	0	0	18	0	0	0
HJCYVCCX2:1	0	2327466	0	0	0	2511	0	0	0
