readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	7314815	0	0	0	8433	0	0	0
22CVWFLT3	0	786685	0	0	0	976	0	0	0
22CVWFLT3-29C0CDE2	0	785600	0	0	0	1008	0	0	0
22CVWFLT3-4301624C	0	781002	0	0	0	900	0	0	0
22CVWFLT3-4390EEC	0	743681	0	0	0	882	0	0	0
22CVWFLT3-4DB36DCB	0	777317	0	0	0	928	0	0	0
22CVWFLT3-5EAFDD60	0	782313	0	0	0	970	0	0	0
HJCYVCCX2:1	0	2658217	0	0	0	2769	0	0	0
