readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	523236	0	0	0	661	0	0	0
22CVWFLT3	0	80451	0	0	0	109	0	0	0
22CVWFLT3-1E3804C	0	76302	0	0	0	92	0	0	0
22CVWFLT3-3E4D76AC	0	80234	0	0	0	108	0	0	0
22CVWFLT3-58C0E942	0	80177	0	0	0	100	0	0	0
22CVWFLT3-59D0682B	0	79596	0	0	0	101	0	0	0
22CVWFLT3-775F02C0	0	80543	0	0	0	92	0	0	0
HJCYVCCX2:1	0	45933	0	0	0	59	0	0	0
