readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	9472851	0	0	0	11003	0	0	0
22CVWFLT3	0	1468551	0	0	0	1726	0	0	0
22CVWFLT3-2764D02	0	1458916	0	0	0	1657	0	0	0
22CVWFLT3-2909E395	0	1475582	0	0	0	1715	0	0	0
22CVWFLT3-4B4EBD47	0	1403740	0	0	0	1678	0	0	0
22CVWFLT3-6456931B	0	1461458	0	0	0	1601	0	0	0
22CVWFLT3-C5B14EA	0	1460438	0	0	0	1708	0	0	0
HJCYVCCX2:1	0	744166	0	0	0	918	0	0	0
