readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	5630138	0	439704	859360	0	0	116545	0
22CVWFLT3	0	932922	0	70663	138057	0	0	18724	0
22CVWFLT3-19ED39C2	0	891580	0	67596	133004	0	0	17726	0
22CVWFLT3-672F4905	0	927940	0	70507	136001	0	0	18304	0
22CVWFLT3-718D9845	0	931208	0	72999	138770	0	0	18526	0
22CVWFLT3-721B5E60	0	938258	0	74429	139860	0	0	18445	0
22CVWFLT3-7589002E	0	930758	0	72653	139423	0	0	18577	0
HJCYVCCX2:1	0	77472	0	10857	34245	0	0	6243	0
