readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	9585850	0	0	0	9159	0	0	0
22CVWFLT3	0	1321159	0	0	0	1234	0	0	0
22CVWFLT3-10336392	0	1309521	0	0	0	1221	0	0	0
22CVWFLT3-1CC7E691	0	1318042	0	0	0	1258	0	0	0
22CVWFLT3-2FFF591F	0	1309580	0	0	0	1285	0	0	0
22CVWFLT3-60EEA38B	0	1261658	0	0	0	1184	0	0	0
22CVWFLT3-6B1099A3	0	1311112	0	0	0	1253	0	0	0
HJCYVCCX2:1	0	1754778	0	0	0	1724	0	0	0
