readGroup	No_read_group	Not_aligned	MappedLengthOutside[0,500]	Duplicate	ImproperPair	Unmapped	FailedQC	SecondaryAlignment	SupplementaryAlignment
allReadGroups	0	9601222	0	936827	2386736	0	0	163315	0
22CVWFLT3	0	1601968	0	151147	393046	0	0	27147	0
22CVWFLT3-124CF002	0	1608710	0	161819	397418	0	0	26267	0
22CVWFLT3-1A52A7B7	0	1594356	0	157247	392823	0	0	26263	0
22CVWFLT3-1AA5DC80	0	1604132	0	157348	399030	0	0	26579	0
22CVWFLT3-57A9E487	0	1588220	0	152000	384561	0	0	26609	0
22CVWFLT3-781B0384	0	1524314	0	145306	377411	0	0	25618	0
HJCYVCCX2:1	0	79522	0	11960	42447	0	0	4832	0
